Timestamp (seconds passed),SmO2 filtered,HBDiff filtered,O2HB unfiltered,HHb unfiltered,Muscle state
506.576,69.6,23.4,36.1,12.5,2
506.742,69.6,23.5,36.0,12.5,2
506.768,69.7,23.5,36.0,12.5,2
506.877,69.7,23.5,36.0,12.4,2
507.075,69.8,23.5,36.0,12.4,2
507.076,69.8,23.5,35.9,12.4,2
507.174,69.9,23.5,35.9,12.4,2
507.267,69.9,23.6,35.8,12.3,2
507.369,69.9,23.6,35.8,12.3,2
507.522,69.9,23.6,35.8,12.3,2
507.564,70.0,23.6,35.8,12.3,2
507.677,70.0,23.5,35.7,12.2,2
507.775,70.0,23.5,35.7,12.2,2
507.864,70.0,23.5,35.8,12.2,2
508.029,70.1,23.5,35.8,12.2,2
508.075,70.1,23.5,35.8,12.2,2
508.167,70.1,23.5,35.8,12.2,2
508.270,70.1,23.5,35.8,12.2,2
508.359,70.1,23.5,35.8,12.2,2
508.510,70.1,23.6,35.7,12.1,2
508.618,70.1,23.6,35.7,12.1,2
508.659,70.2,23.6,35.7,12.1,2
508.768,70.2,23.6,35.7,12.1,2
508.871,70.2,23.6,35.7,12.1,2
509.034,70.2,23.6,35.7,12.1,2
509.062,70.3,23.6,35.7,12.1,2
509.155,70.3,23.6,35.7,12.1,2
509.262,70.3,23.6,35.7,12.0,2
509.364,70.3,23.6,35.7,12.0,2
509.456,70.3,23.6,35.8,12.0,2
509.565,70.4,23.7,35.8,12.0,2
509.664,70.4,23.7,35.8,12.0,2
509.757,70.4,23.7,35.8,12.0,2
509.862,70.4,23.7,35.8,12.0,2
509.949,70.5,23.7,35.8,11.9,2
510.061,70.5,23.7,35.8,11.9,2
510.160,70.5,23.8,35.8,11.9,2
510.254,70.5,23.8,35.8,11.9,2
510.358,70.6,23.8,35.8,11.9,2
510.539,70.6,23.8,35.8,11.9,2
510.546,70.6,23.8,35.8,11.9,2
510.655,70.7,23.8,35.8,11.9,2
510.746,70.7,23.9,35.8,11.9,2
510.853,70.7,23.9,35.8,11.8,2
510.956,70.8,23.9,35.8,11.8,2
511.047,70.8,23.9,35.8,11.8,2
511.152,70.8,23.9,35.8,11.8,2
511.258,70.9,24.0,35.8,11.8,2
511.344,70.9,24.0,35.8,11.8,2
511.452,70.9,24.0,35.8,11.8,2
511.544,71.0,24.0,35.8,11.8,2
511.650,71.0,24.0,35.9,11.8,1
511.754,71.0,24.0,35.9,11.8,1
511.861,71.1,24.0,35.9,11.7,1
511.949,71.1,24.1,35.9,11.7,1
512.058,71.1,24.1,35.9,11.7,1
512.141,71.2,24.1,35.9,11.7,1
512.252,71.2,24.1,35.9,11.7,1
512.352,71.2,24.1,35.9,11.7,1
512.442,71.3,24.1,35.9,11.7,1
512.547,71.3,24.1,35.9,11.7,1
512.649,71.3,24.1,35.9,11.7,1
512.742,71.3,24.2,35.9,11.7,1
512.847,71.3,24.2,35.9,11.7,1
512.935,71.4,24.2,35.9,11.7,1
513.040,71.4,24.2,35.9,11.7,1
513.147,71.4,24.2,35.9,11.7,1
513.238,71.4,24.2,35.9,11.7,1
513.349,71.4,24.2,35.9,11.7,1
513.432,71.4,24.2,35.9,11.7,1
513.584,71.4,24.2,35.9,11.7,1
513.687,71.4,24.2,35.9,11.7,1
513.727,71.5,24.2,35.9,11.7,1
513.835,71.5,24.2,35.9,11.7,1
513.943,71.5,24.2,35.9,11.7,1
514.027,71.5,24.2,35.9,11.6,1
514.136,71.6,24.2,35.8,11.6,1
514.243,71.6,24.2,35.8,11.6,1
514.332,71.6,24.2,35.8,11.6,1
514.441,71.6,24.2,35.8,11.6,1
514.542,71.7,24.2,35.8,11.6,1
514.630,71.7,24.2,35.9,11.6,1
514.740,71.7,24.2,35.9,11.6,1
514.825,71.7,24.2,35.9,11.6,1
514.991,71.7,24.2,35.9,11.6,1
515.032,71.8,24.2,35.9,11.6,1
515.126,71.8,24.2,35.9,11.6,1
515.234,71.8,24.2,35.9,11.6,1
515.338,71.8,24.3,36.0,11.6,1
515.457,71.8,24.3,36.0,11.6,1
515.574,71.8,24.3,36.0,11.7,1
515.618,71.7,24.3,36.0,11.7,1
515.786,71.7,24.3,36.0,11.7,1
515.827,71.7,24.3,36.0,11.7,1
515.951,71.7,24.3,36.0,11.7,1
516.024,71.7,24.3,36.0,11.7,1
516.132,71.7,24.3,36.0,11.7,1
516.237,71.7,24.3,36.0,11.7,1
516.324,71.6,24.3,36.0,11.7,1
516.447,71.6,24.3,36.0,11.7,1
516.518,71.6,24.3,36.0,11.7,1
516.624,71.6,24.3,36.0,11.7,1
516.735,71.6,24.3,35.9,11.7,1
516.819,71.6,24.3,35.9,11.7,1
516.926,71.6,24.3,35.9,11.7,1
517.016,71.6,24.3,35.9,11.7,1
517.122,71.6,24.3,35.9,11.7,1
517.286,71.5,24.3,35.9,11.7,1
517.312,71.5,24.3,35.9,11.7,1
517.421,71.5,24.3,35.9,11.7,1
517.507,71.5,24.3,35.9,11.7,1
517.616,71.5,24.3,35.9,11.7,1
517.781,71.5,24.3,35.9,11.7,1
517.807,71.5,24.2,35.9,11.7,1
517.947,71.5,24.2,35.9,11.7,1
518.018,71.5,24.2,35.9,11.7,1
518.116,71.5,24.2,35.9,11.7,1
518.280,71.5,24.2,35.9,11.7,1
518.301,71.4,24.2,35.9,11.7,1
518.409,71.4,24.2,35.8,11.7,1
518.515,71.4,24.2,35.8,11.7,1
518.604,71.4,24.2,35.8,11.7,1
518.777,71.4,24.2,35.8,11.7,1
518.812,71.3,24.2,35.8,11.7,1
518.904,71.3,24.2,35.8,11.7,1
519.011,71.3,24.1,35.8,11.7,1
519.101,71.3,24.1,35.8,11.7,1
519.207,71.3,24.1,35.7,11.7,1
519.308,71.2,24.1,35.7,11.7,1
519.399,71.2,24.1,35.7,11.7,1
519.506,71.2,24.1,35.7,11.8,1
519.610,71.2,24.0,35.7,11.8,1
519.700,71.2,24.0,35.7,11.8,1
519.805,71.2,24.0,35.7,11.8,1
519.897,71.2,24.0,35.7,11.8,1
520.002,71.2,24.0,35.7,11.8,1
520.106,71.2,24.0,35.7,11.8,2
520.196,71.2,23.9,35.6,11.8,2
520.301,71.2,23.9,35.6,11.8,2
520.406,71.2,23.9,35.6,11.8,2
520.496,71.2,23.9,35.6,11.8,2
520.601,71.1,23.9,35.6,11.9,2
520.704,71.1,23.8,35.6,11.9,2
520.796,71.1,23.8,35.6,11.9,2
520.903,71.0,23.8,35.6,11.9,2
520.994,70.9,23.8,35.6,11.9,2
521.096,70.9,23.8,35.6,11.9,2
521.202,70.8,23.8,35.6,11.9,2
521.289,70.8,23.8,35.7,11.9,2
521.397,70.7,23.8,35.7,11.9,2
521.500,70.7,23.8,35.7,11.9,2
521.595,70.7,23.8,35.7,11.9,2
521.699,70.6,23.8,35.7,11.9,2
521.839,70.6,23.8,35.7,11.9,2
521.941,70.6,23.8,35.7,11.9,2
522.044,70.7,23.8,35.7,11.9,2
522.085,70.7,23.8,35.7,11.9,2
522.197,70.7,23.8,35.7,11.9,2
522.299,70.7,23.8,35.7,11.9,2
522.387,70.7,23.8,35.7,11.9,2
522.509,70.7,23.8,35.7,11.9,2
522.598,70.7,23.8,35.7,11.9,2
522.685,70.7,23.8,35.7,11.9,2
522.795,70.7,23.8,35.7,11.9,2
522.895,70.7,23.8,35.7,11.9,2
522.990,70.7,23.8,35.7,11.9,2
523.105,70.7,23.8,35.7,11.9,2
523.179,70.7,23.8,35.7,11.9,2
523.286,70.7,23.8,35.7,11.9,2
523.391,70.7,23.8,35.7,11.9,2
523.480,70.7,23.8,35.7,11.9,2
523.585,70.7,23.8,35.7,11.9,2
523.689,70.7,23.8,35.7,12.0,2
523.779,70.7,23.8,35.7,12.0,2
523.885,70.7,23.8,35.8,12.0,2
524.020,70.7,23.8,35.7,12.0,2
524.123,70.7,23.8,35.7,12.0,2
524.233,70.7,23.8,35.7,12.0,2
524.272,70.7,23.8,35.7,12.0,2
524.380,70.7,23.8,35.7,12.0,2
524.486,70.7,23.8,35.8,12.0,2
524.573,70.7,23.8,35.8,12.0,2
524.756,70.7,23.8,35.8,12.0,2
524.766,70.7,23.8,35.7,12.0,2
524.880,70.6,23.8,35.7,12.0,2
524.982,70.6,23.8,35.7,12.0,2
525.069,70.6,23.8,35.7,12.0,2
525.174,70.6,23.8,35.7,12.0,2
525.280,70.6,23.8,35.7,12.0,2
525.369,70.6,23.8,35.7,12.0,2
525.534,70.6,23.7,35.7,12.0,2
525.579,70.6,23.7,35.7,12.0,2
525.701,70.5,23.7,35.7,12.0,2
525.823,70.5,23.7,35.7,12.0,2
525.878,70.5,23.7,35.7,12.0,2
525.989,70.5,23.7,35.7,12.0,2
526.075,70.5,23.7,35.7,12.0,2
526.196,70.5,23.7,35.7,12.0,2
526.269,70.5,23.7,35.7,12.0,2
526.375,70.5,23.7,35.7,12.0,2
526.479,70.5,23.7,35.7,12.0,2
526.571,70.5,23.7,35.7,12.1,2
526.679,70.5,23.7,35.7,12.1,2
526.766,70.5,23.7,35.7,12.1,2
526.871,70.6,23.7,35.7,12.1,2
527.034,70.6,23.7,35.7,12.1,2
527.062,70.6,23.7,35.7,12.1,2
527.171,70.6,23.7,35.6,12.1,2
527.261,70.6,23.7,35.7,12.1,2
527.368,70.6,23.6,35.7,12.1,2
527.529,70.5,23.6,35.7,12.1,2
527.559,70.5,23.6,35.6,12.1,2
527.701,70.5,23.6,35.6,12.1,2
527.770,70.5,23.6,35.6,12.1,2
527.859,70.5,23.6,35.6,12.1,2
528.025,70.5,23.6,35.6,12.1,2
528.051,70.5,23.6,35.6,12.1,2
528.161,70.5,23.6,35.6,12.1,2
528.268,70.5,23.6,35.6,12.1,2
528.354,70.5,23.6,35.6,12.1,2
528.522,70.4,23.6,35.6,12.1,2
528.564,70.4,23.6,35.6,12.1,2
528.654,70.4,23.6,35.6,12.1,2
528.761,70.4,23.5,35.6,12.1,2
528.849,70.4,23.5,35.6,12.1,2
528.958,70.4,23.5,35.6,12.1,2
529.059,70.4,23.5,35.6,12.1,2
529.152,70.3,23.5,35.6,12.1,2
529.257,70.3,23.5,35.6,12.1,2
529.359,70.3,23.5,35.6,12.1,2
529.452,70.3,23.5,35.6,12.1,2
529.557,70.3,23.5,35.6,12.1,2
529.662,70.3,23.5,35.6,12.1,2
529.749,70.3,23.5,35.6,12.1,2
529.857,70.3,23.5,35.6,12.1,2
529.946,70.3,23.5,35.6,12.1,2
530.049,70.3,23.5,35.6,12.1,2
530.155,70.2,23.5,35.6,12.1,2
530.248,70.2,23.5,35.6,12.1,2
530.350,70.2,23.5,35.5,12.1,2
530.459,70.2,23.5,35.5,12.1,2
530.547,70.2,23.4,35.5,12.1,2
530.652,70.2,23.4,35.5,12.1,2
530.740,70.2,23.4,35.6,12.2,2
530.849,70.2,23.4,35.6,12.2,2
530.950,70.2,23.4,35.6,12.2,2
531.039,70.2,23.4,35.5,12.2,2
531.148,70.2,23.4,35.5,12.2,2
531.235,70.2,23.4,35.5,12.2,2
531.339,70.1,23.4,35.5,12.2,2
531.449,70.1,23.4,35.5,12.2,2
531.584,70.1,23.4,35.5,12.2,2
531.690,70.1,23.4,35.5,12.2,2
531.794,70.1,23.4,35.5,12.2,2
531.833,70.0,23.4,35.5,12.2,2
531.943,70.0,23.4,35.5,12.2,2
532.050,70.0,23.4,35.5,12.2,2
532.139,70.0,23.3,35.5,12.2,2
532.291,70.0,23.3,35.5,12.2,2
532.345,70.0,23.3,35.5,12.2,2
532.438,69.9,23.3,35.5,12.2,2
532.545,69.9,23.3,35.5,12.2,2
532.644,69.9,23.3,35.5,12.2,2
532.740,69.9,23.3,35.5,12.2,2
532.839,69.8,23.3,35.5,12.2,2
532.931,69.7,23.3,35.5,12.2,2
533.034,69.7,23.3,35.5,12.2,2
533.129,69.7,23.3,35.5,12.2,2
533.230,69.6,23.3,35.5,12.2,2
533.336,69.6,23.3,35.5,12.2,2
533.460,69.6,23.3,35.5,12.2,2
533.574,69.6,23.3,35.5,12.2,2
533.685,69.6,23.3,35.5,12.2,2
533.785,69.6,23.3,35.5,12.2,2
533.860,69.7,23.3,35.4,12.2,2
533.981,69.7,23.3,35.4,12.3,2
534.022,69.7,23.3,35.4,12.3,2
534.130,69.7,23.2,35.5,12.3,2
534.236,69.7,23.2,35.5,12.3,2
534.326,69.7,23.2,35.5,12.3,2
534.498,69.7,23.2,35.5,12.3,2
534.517,69.7,23.2,35.4,12.3,2
534.624,69.7,23.2,35.4,12.3,2
534.823,69.7,23.2,35.4,12.3,2
534.825,69.7,23.2,35.4,12.3,2
534.926,69.7,23.2,35.5,12.3,2
535.013,69.7,23.2,35.4,12.3,2
535.139,69.7,23.2,35.4,12.3,2
535.270,69.7,23.2,35.4,12.3,2
535.313,69.7,23.2,35.4,12.3,2
535.455,69.7,23.1,35.4,12.3,2
535.571,69.7,23.1,35.4,12.3,2
535.613,69.7,23.1,35.4,12.3,2
535.735,69.7,23.1,35.4,12.3,2
535.811,69.7,23.1,35.4,12.3,2
535.935,69.7,23.1,35.4,12.3,2
536.022,69.7,23.1,35.4,12.3,2
536.114,69.7,23.1,35.4,12.3,2
536.233,69.7,23.1,35.4,12.3,2
536.321,69.7,23.1,35.4,12.3,2
536.413,69.7,23.1,35.5,12.3,2
536.514,69.7,23.1,35.5,12.4,2
536.607,69.7,23.1,35.5,12.4,2
536.782,69.7,23.1,35.6,12.4,2
536.812,69.6,23.1,35.6,12.4,2
536.904,69.6,23.1,35.7,12.5,2
537.012,69.6,23.1,35.7,12.5,2
537.117,69.6,23.1,35.7,12.5,2
537.205,69.6,23.1,35.8,12.5,2
537.310,69.6,23.2,35.8,12.5,2
537.415,69.6,23.2,35.8,12.5,2
537.501,69.6,23.2,35.9,12.6,2
537.608,69.6,23.2,35.9,12.6,2
537.698,69.6,23.2,36.0,12.6,2
537.810,69.6,23.2,36.0,12.6,2
537.910,69.6,23.3,36.1,12.6,2
538.000,69.7,23.3,36.1,12.6,2
538.105,69.7,23.3,36.2,12.6,2
538.303,69.7,23.4,36.2,12.7,2
538.304,69.7,23.4,36.3,12.7,2
538.405,69.7,23.4,36.3,12.7,2
538.497,69.7,23.4,36.3,12.8,2
538.598,69.7,23.5,36.3,12.8,2
538.710,69.7,23.5,36.3,12.9,2
538.796,69.7,23.5,36.3,12.9,2
538.901,69.7,23.5,36.3,13.0,2
539.006,69.6,23.5,36.3,13.0,2
539.096,69.6,23.5,36.3,13.1,2
539.205,69.5,23.5,36.3,13.1,2
539.293,69.5,23.4,36.3,13.1,2
539.399,69.4,23.4,36.3,13.2,2
539.501,69.3,23.4,36.3,13.2,2
539.591,69.3,23.3,36.3,13.3,2
539.697,69.2,23.3,36.3,13.3,2
539.801,69.1,23.3,36.3,13.3,2
539.892,69.0,23.2,36.3,13.4,2
539.995,68.9,23.2,36.3,13.4,2
540.103,68.8,23.1,36.3,13.4,2
540.190,68.7,23.1,36.3,13.5,2
540.300,68.6,23.0,36.3,13.5,2
540.398,68.5,23.0,36.3,13.5,2
540.492,68.5,22.9,36.2,13.6,2
540.596,68.4,22.9,36.2,13.6,2
540.684,68.3,22.8,36.2,13.6,2
540.794,68.2,22.8,36.2,13.7,2
540.894,68.1,22.8,36.2,13.7,2
540.990,68.1,22.7,36.2,13.7,2
541.096,68.0,22.7,36.2,13.8,2
541.188,67.9,22.6,36.2,13.8,2
541.333,67.9,22.6,36.2,13.8,2
541.437,67.8,22.6,36.2,13.8,2
541.483,67.8,22.5,36.1,13.9,2
541.590,67.7,22.5,36.1,13.9,2
541.694,67.7,22.4,36.1,13.9,2
541.784,67.6,22.4,36.1,13.9,2
541.891,67.5,22.4,36.1,14.0,2
541.995,67.5,22.3,36.1,14.0,2
542.082,67.4,22.3,36.0,14.0,2
542.190,67.3,22.2,36.0,14.0,2
542.296,67.3,22.2,36.0,14.0,2
542.382,67.2,22.2,36.0,14.1,2
542.491,67.2,22.1,35.9,14.1,2
542.576,67.1,22.1,35.9,14.1,2
542.739,67.0,22.0,35.8,14.1,2
542.784,67.0,22.0,35.7,14.0,2
542.876,66.9,21.9,35.6,14.0,2
542.983,66.8,21.9,35.6,14.0,2
543.086,66.7,21.8,35.6,13.9,2
543.204,66.7,21.8,35.6,13.9,2
543.325,66.6,21.8,35.6,13.9,2
543.367,66.6,21.7,35.5,13.9,2
543.541,66.5,21.7,35.5,13.9,2
543.578,66.5,21.7,35.6,13.9,2
543.698,66.5,21.7,35.6,13.8,2
543.822,66.5,21.7,35.6,13.8,2
543.926,66.5,21.7,35.7,13.8,2
544.034,66.5,21.7,35.7,13.8,2
544.074,66.6,21.7,35.7,13.8,2
544.165,66.6,21.7,35.8,13.8,2
544.268,66.6,21.8,35.8,13.8,2
544.378,66.7,21.8,35.9,13.7,2
544.608,66.7,21.8,35.9,13.7,2
544.609,66.8,21.9,36.0,13.7,2
544.706,66.8,21.9,36.0,13.7,2
544.764,66.9,22.0,36.1,13.7,2
544.869,67.0,22.0,36.1,13.6,2
545.035,67.0,22.1,36.2,13.6,2
545.062,67.1,22.2,36.2,13.6,2
545.169,67.2,22.2,36.3,13.6,2
545.263,67.3,22.3,36.4,13.6,2
545.365,67.4,22.4,36.4,13.5,2
545.530,67.4,22.5,36.5,13.5,2
545.558,67.5,22.6,36.5,13.5,2
545.679,67.6,22.6,36.6,13.5,2
545.768,67.7,22.7,36.6,13.5,2
545.873,67.8,22.8,36.7,13.5,2
545.982,67.9,22.9,36.7,13.4,2
546.055,68.0,22.9,36.8,13.4,2
546.163,68.1,23.0,36.9,13.4,2
546.265,68.2,23.1,36.9,13.4,2
546.359,68.2,23.2,37.0,13.4,2
546.522,68.3,23.2,37.0,13.4,2
546.564,68.4,23.3,37.1,13.4,2
546.654,68.5,23.4,37.1,13.4,1
546.759,68.6,23.4,37.2,13.3,1
546.850,68.6,23.5,37.2,13.3,1
546.955,68.7,23.6,37.3,13.3,1
547.061,68.8,23.6,37.3,13.3,1
547.147,68.8,23.7,37.3,13.3,1
547.253,68.9,23.8,37.3,13.3,1
547.360,68.9,23.8,37.4,13.3,1
547.447,69.0,23.9,37.5,13.3,1
547.554,69.0,23.9,37.5,13.3,1
547.664,69.1,24.0,37.7,13.3,1
547.750,69.1,24.0,37.8,13.3,1
547.854,69.2,24.1,37.9,13.3,1
547.992,69.2,24.2,38.0,13.4,1
548.095,69.3,24.2,38.1,13.4,1
548.199,69.3,24.3,38.2,13.4,1
548.246,69.4,24.4,38.2,13.5,1
548.350,69.5,24.4,38.3,13.5,1
548.454,69.5,24.5,38.3,13.6,1
548.543,69.6,24.6,38.3,13.6,1
548.650,69.6,24.6,38.4,13.6,1
548.742,69.6,24.7,38.4,13.7,1
548.847,69.6,24.7,38.4,13.7,1
548.952,69.6,24.7,38.4,13.8,1
549.039,69.6,24.7,38.4,13.8,1
549.147,69.6,24.7,38.4,13.8,1
549.251,69.6,24.7,38.4,13.9,1
549.342,69.5,24.7,38.4,13.9,1
549.448,69.5,24.7,38.4,13.9,1
549.582,69.4,24.6,38.4,14.0,1
549.687,69.4,24.6,38.4,14.0,1
549.795,69.3,24.6,38.4,14.0,1
549.834,69.2,24.6,38.4,14.1,1
549.956,69.2,24.5,38.4,14.1,1
550.043,69.1,24.5,38.4,14.1,1
550.136,69.0,24.4,38.4,14.2,1
550.240,69.0,24.4,38.4,14.2,1
550.343,68.9,24.4,38.4,14.2,1
550.434,68.8,24.3,38.4,14.2,1
550.538,68.8,24.3,38.4,14.3,1
550.645,68.7,24.3,38.4,14.3,1
550.734,68.7,24.2,38.4,14.3,1
550.841,68.6,24.2,38.4,14.4,1
550.993,68.5,24.2,38.4,14.4,1
551.032,68.5,24.1,38.3,14.4,1
551.154,68.4,24.1,38.3,14.4,1
551.230,68.3,24.1,38.3,14.5,1
551.333,68.3,24.0,38.3,14.5,1
551.425,68.2,24.0,38.3,14.5,1
551.532,68.2,24.0,38.3,14.5,1
551.640,68.1,23.9,38.3,14.5,1
551.777,68.1,23.9,38.3,14.6,1
551.882,68.0,23.9,38.3,14.6,1
551.989,67.9,23.8,38.2,14.6,1
552.022,67.9,23.8,38.2,14.6,2
552.135,67.8,23.8,38.2,14.6,2
552.242,67.8,23.7,38.2,14.7,2
552.326,67.7,23.7,38.2,14.7,2
552.450,67.7,23.7,38.2,14.7,2
552.518,67.6,23.6,38.1,14.7,2
552.626,67.6,23.6,38.1,14.7,2
552.730,67.5,23.6,38.0,14.7,2
552.817,67.5,23.5,37.9,14.7,2
552.930,67.4,23.5,37.8,14.6,2
553.030,67.4,23.4,37.7,14.6,2
553.122,67.3,23.4,37.6,14.5,2
553.243,67.3,23.3,37.5,14.4,2
553.312,67.2,23.3,37.4,14.4,2
553.451,67.2,23.2,37.4,14.4,2
553.571,67.2,23.2,37.4,14.3,2
553.613,67.2,23.2,37.4,14.3,2
553.783,67.2,23.1,37.4,14.3,2
553.822,67.2,23.1,37.4,14.2,2
553.916,67.3,23.1,37.4,14.2,2
554.017,67.3,23.1,37.4,14.2,2
554.129,67.3,23.1,37.4,14.2,2
554.233,67.3,23.1,37.4,14.1,2
554.325,67.4,23.1,37.4,14.1,2
554.446,67.4,23.1,37.4,14.1,2
554.517,67.5,23.1,37.4,14.0,2
554.622,67.5,23.2,37.4,14.0,2
554.727,67.6,23.2,37.4,13.9,2
554.816,67.6,23.2,37.4,13.9,2
554.923,67.7,23.3,37.4,13.8,2
555.009,67.8,23.3,37.4,13.8,2
555.119,67.9,23.4,37.4,13.8,2
555.282,67.9,23.4,37.4,13.7,2
555.308,68.0,23.4,37.4,13.7,2
555.449,68.1,23.5,37.4,13.7,2
555.503,68.2,23.5,37.4,13.6,2
555.611,68.3,23.6,37.4,13.6,2
555.775,68.4,23.6,37.3,13.6,2
555.802,68.5,23.6,37.3,13.5,2
555.908,68.5,23.7,37.3,13.5,2
556.016,68.6,23.7,37.3,13.5,2
556.103,68.7,23.7,37.3,13.5,1
556.223,68.8,23.8,37.3,13.4,1
556.299,68.8,23.8,37.3,13.4,1
556.405,68.9,23.8,37.3,13.4,1
556.509,68.9,23.8,37.3,13.3,1
556.599,69.0,23.9,37.3,13.3,1
556.766,69.0,23.9,37.3,13.3,1
556.808,69.1,23.9,37.3,13.3,1
556.913,69.1,23.9,37.3,13.3,1
557.004,69.2,24.0,37.3,13.2,1
557.095,69.2,24.0,37.3,13.2,1
557.202,69.2,24.0,37.3,13.2,1
557.308,69.3,24.0,37.3,13.2,1
557.402,69.3,24.1,37.3,13.2,1
557.502,69.4,24.1,37.4,13.2,1
557.606,69.4,24.1,37.4,13.2,1
557.694,69.4,24.1,37.4,13.2,1
557.800,69.5,24.1,37.4,13.2,1
557.902,69.5,24.1,37.5,13.2,1
557.994,69.6,24.2,37.5,13.2,1
558.103,69.6,24.2,37.5,13.2,1
558.193,69.6,24.2,37.6,13.2,1
558.293,69.7,24.2,37.6,13.2,1
558.400,69.7,24.3,37.6,13.2,1
558.494,69.7,24.3,37.6,13.2,1
558.597,69.7,24.3,37.6,13.2,1
558.686,69.7,24.3,37.6,13.3,1
558.794,69.7,24.3,37.6,13.3,1
558.899,69.7,24.3,37.6,13.3,1
558.987,69.7,24.4,37.6,13.3,1
559.091,69.7,24.4,37.6,13.4,1
559.201,69.7,24.4,37.6,13.4,1
559.288,69.7,24.3,37.6,13.4,1
559.392,69.7,24.3,37.6,13.4,1
559.495,69.6,24.3,37.6,13.4,1
559.587,69.6,24.3,37.6,13.5,1
559.691,69.5,24.3,37.6,13.5,1
559.827,69.5,24.2,37.6,13.5,1
559.935,69.4,24.2,37.6,13.5,1
559.991,69.4,24.2,37.6,13.5,1
560.084,69.3,24.2,37.6,13.6,1
560.185,69.3,24.1,37.5,13.6,1
560.292,69.2,24.1,37.5,13.6,1
560.381,69.2,24.1,37.5,13.6,1
560.487,69.1,24.0,37.5,13.6,2
560.592,69.1,24.0,37.5,13.7,2
560.678,69.0,24.0,37.5,13.7,2
560.784,69.0,24.0,37.5,13.7,2
560.890,68.9,23.9,37.5,13.7,2
560.978,68.9,23.9,37.5,13.7,2
561.085,68.9,23.9,37.5,13.8,2
561.255,68.8,23.8,37.5,13.8,2
561.278,68.8,23.8,37.4,13.8,2
561.386,68.8,23.8,37.4,13.8,2
561.474,68.7,23.8,37.4,13.8,2
561.584,68.7,23.7,37.4,13.8,2
561.674,68.7,23.7,37.4,13.8,2
561.778,68.6,23.7,37.4,13.9,2
561.885,68.6,23.6,37.3,13.9,2
562.017,68.6,23.6,37.3,13.9,2
562.125,68.5,23.6,37.3,13.9,2
562.226,68.5,23.6,37.3,13.9,2
562.270,68.4,23.5,37.3,13.9,2
562.380,68.4,23.5,37.2,13.9,2
562.481,68.3,23.5,37.2,13.9,2
562.572,68.3,23.4,37.1,13.9,2
562.836,68.2,23.4,37.0,13.8,2
562.837,68.2,23.4,36.9,13.8,2
562.912,68.1,23.3,36.8,13.8,2
563.019,68.1,23.3,36.8,13.7,2
563.079,68.0,23.2,36.7,13.7,2
563.200,68.0,23.2,36.7,13.7,2
563.320,68.0,23.2,36.7,13.7,2
563.363,67.9,23.1,36.7,13.6,2
563.530,67.9,23.1,36.7,13.6,2
563.575,67.9,23.1,36.8,13.6,2
563.663,67.9,23.1,36.8,13.6,2
563.768,67.9,23.1,36.8,13.6,2
563.875,67.9,23.1,36.8,13.6,2
563.982,67.9,23.1,36.8,13.6,2
564.072,67.9,23.1,36.8,13.6,2
564.164,67.9,23.1,36.8,13.6,2
564.266,67.9,23.1,36.8,13.5,2
564.373,68.0,23.1,36.8,13.5,2
564.477,68.0,23.2,36.9,13.5,2
564.567,68.0,23.2,36.9,13.5,2
564.673,68.0,23.2,36.9,13.5,2
564.762,68.1,23.2,36.9,13.4,2
564.867,68.1,23.3,36.9,13.4,2
565.029,68.2,23.3,36.9,13.4,2
565.061,68.2,23.3,36.9,13.4,2
565.172,68.2,23.4,36.9,13.4,2
565.254,68.3,23.4,36.9,13.3,2
565.360,68.3,23.4,36.9,13.3,2
565.525,68.3,23.4,36.9,13.3,2
565.553,68.4,23.5,36.9,13.3,2
565.661,68.4,23.5,36.9,13.3,2
565.765,68.5,23.5,37.0,13.3,2
565.853,68.5,23.6,37.0,13.2,2
565.977,68.5,23.6,37.0,13.2,2
566.051,68.6,23.6,37.0,13.2,2
566.152,68.6,23.6,37.0,13.2,2
566.279,68.7,23.7,37.0,13.2,2
566.350,68.7,23.7,37.0,13.2,2
566.519,68.7,23.7,37.0,13.1,2
566.575,68.8,23.7,37.1,13.1,2
566.651,68.8,23.8,37.1,13.1,2
566.755,68.9,23.8,37.1,13.1,2
566.860,68.9,23.8,37.1,13.1,2
566.950,69.0,23.9,37.1,13.1,2
567.055,69.0,23.9,37.1,13.0,2
567.144,69.1,23.9,37.1,13.0,2
567.248,69.1,23.9,37.1,13.0,2
567.355,69.1,24.0,37.1,13.0,2
567.444,69.2,24.0,37.1,13.0,2
567.548,69.2,24.0,37.1,13.0,1
567.654,69.3,24.1,37.2,13.0,1
567.743,69.3,24.1,37.2,13.0,1
567.849,69.4,24.1,37.3,13.0,1
567.940,69.4,24.1,37.4,13.0,1
568.046,69.5,24.2,37.5,13.0,1
568.149,69.5,24.2,37.6,13.0,1
568.238,69.6,24.3,37.6,13.0,1
568.344,69.6,24.3,37.7,13.1,1
568.448,69.7,24.4,37.7,13.1,1
568.540,69.7,24.4,37.8,13.1,1
568.647,69.8,24.4,37.8,13.1,1
568.735,69.8,24.5,37.8,13.1,1
568.842,69.9,24.5,37.8,13.2,1
568.947,69.9,24.6,37.9,13.2,1
569.032,69.9,24.6,37.9,13.2,1
569.142,69.9,24.6,37.9,13.2,1
569.247,69.9,24.6,37.9,13.2,1
569.336,69.9,24.7,37.9,13.3,1
569.443,69.9,24.7,37.9,13.3,1
