Timestamp (seconds passed),SmO2 filtered,HBDiff filtered,O2HB unfiltered,HHb unfiltered,Muscle state
0.011,69.7,21.5,34.6,13.1,2
0.036,69.7,21.5,34.6,13.1,2
0.151,69.7,21.5,34.6,13.1,2
0.239,69.7,21.5,34.6,13.1,2
0.341,69.7,21.5,34.6,13.1,2
0.449,69.7,21.5,34.6,13.1,2
0.537,69.7,21.5,34.6,13.1,2
0.644,69.7,21.5,34.6,13.1,2
0.733,69.7,21.5,34.6,13.1,2
0.840,69.7,21.5,34.6,13.1,2
0.943,69.7,21.5,34.5,13.1,2
1.027,69.7,21.5,34.5,13.1,2
1.140,69.7,21.5,34.5,13.1,2
1.247,69.7,21.5,34.5,13.1,2
1.379,69.7,21.5,34.5,13.1,2
1.483,69.7,21.5,34.5,13.1,2
1.586,69.7,21.5,34.5,13.1,2
1.628,69.7,21.5,34.5,13.1,2
1.739,69.7,21.5,34.5,13.1,2
1.845,69.7,21.5,34.5,13.1,2
1.933,69.7,21.5,34.5,13.1,2
2.033,69.7,21.5,34.5,13.1,2
2.138,69.7,21.5,34.5,13.1,2
2.227,69.7,21.5,34.5,13.1,2
2.334,69.7,21.5,34.5,13.1,2
2.421,69.7,21.5,34.5,13.1,2
2.529,69.7,21.5,34.5,13.1,2
2.631,69.7,21.5,34.5,13.1,2
2.724,69.7,21.5,34.5,13.1,2
2.826,69.7,21.5,34.5,13.0,2
2.931,69.7,21.5,34.5,13.0,2
3.022,69.7,21.4,34.5,13.0,2
3.129,69.7,21.4,34.5,13.0,2
3.242,69.7,21.4,34.5,13.0,2
3.322,69.7,21.4,34.5,13.0,2
3.432,69.7,21.4,34.5,13.0,2
3.624,69.7,21.4,34.4,13.0,2
3.626,69.7,21.4,34.4,13.0,2
3.730,69.7,21.4,34.4,13.0,2
3.835,69.7,21.4,34.4,13.0,2
3.923,69.7,21.4,34.4,13.0,2
4.027,69.7,21.4,34.4,13.0,2
4.119,69.7,21.4,34.4,13.0,2
4.338,69.7,21.4,34.4,13.0,2
4.339,69.7,21.4,34.4,13.0,2
4.419,69.7,21.4,34.3,13.0,2
4.524,69.7,21.4,34.3,13.0,2
4.627,69.7,21.4,34.3,12.9,2
4.733,69.7,21.4,34.3,12.9,2
4.824,69.7,21.4,34.3,12.9,2
4.932,69.7,21.4,34.3,12.9,2
5.062,69.7,21.4,34.3,12.9,2
5.170,69.7,21.4,34.3,12.9,2
5.228,69.7,21.4,34.3,12.9,2
5.319,69.7,21.4,34.3,12.9,2
5.422,69.8,21.4,34.3,12.9,2
5.623,69.8,21.4,34.3,12.9,2
5.625,69.8,21.4,34.2,12.9,2
5.787,69.8,21.4,34.2,12.9,2
5.812,69.8,21.4,34.2,12.9,2
5.919,69.8,21.4,34.2,12.9,2
6.022,69.8,21.3,34.2,12.9,2
6.114,69.8,21.3,34.2,12.9,2
6.222,69.8,21.3,34.2,12.9,2
6.325,69.7,21.3,34.2,12.9,2
6.415,69.7,21.3,34.2,12.9,2
6.579,69.7,21.3,34.2,12.9,2
6.621,69.7,21.3,34.2,12.9,2
6.743,69.7,21.3,34.2,12.9,2
6.864,69.7,21.3,34.2,12.9,2
6.923,69.7,21.3,34.2,12.9,2
7.059,69.7,21.3,34.2,12.9,2
7.177,69.7,21.3,34.2,12.9,2
7.237,69.7,21.3,34.2,12.9,2
7.315,69.7,21.3,34.2,12.9,2
7.417,69.8,21.3,34.2,12.9,2
7.652,69.8,21.3,34.2,12.9,2
7.653,69.8,21.3,34.2,12.9,2
7.747,69.8,21.3,34.2,12.9,2
7.809,69.8,21.3,34.2,12.9,2
7.912,69.7,21.3,34.2,12.9,2
8.080,69.7,21.3,34.2,12.9,2
8.105,69.7,21.3,34.2,12.9,2
8.214,69.7,21.3,34.2,12.9,2
8.302,69.8,21.3,34.2,12.9,2
8.408,69.8,21.3,34.2,12.9,2
8.578,69.8,21.3,34.2,12.9,2
8.601,69.8,21.3,34.2,12.9,2
8.738,69.8,21.3,34.2,12.9,2
8.811,69.8,21.3,34.2,12.9,2
8.907,69.8,21.3,34.2,12.9,2
9.069,69.8,21.3,34.2,12.9,2
9.111,69.8,21.3,34.2,12.9,2
9.203,69.8,21.3,34.2,12.9,2
9.308,69.8,21.3,34.2,12.9,2
9.412,69.8,21.3,34.2,12.9,2
9.564,69.8,21.3,34.2,12.9,2
9.607,69.8,21.3,34.2,12.9,2
9.700,69.8,21.3,34.2,12.9,2
9.804,69.8,21.3,34.2,12.9,2
9.912,69.8,21.3,34.2,12.9,2
9.997,69.8,21.3,34.2,12.9,2
10.103,69.8,21.3,34.2,12.9,2
10.207,69.8,21.3,34.2,12.9,2
10.298,69.8,21.3,34.2,12.9,2
10.407,69.8,21.3,34.2,12.9,2
10.568,69.8,21.3,34.2,12.9,2
10.597,69.8,21.3,34.2,12.9,2
10.704,69.8,21.3,34.2,12.9,2
10.794,69.8,21.3,34.2,12.9,2
10.901,69.8,21.3,34.2,12.9,2
11.062,69.8,21.3,34.2,12.9,2
11.091,69.8,21.3,34.2,12.9,2
11.201,69.8,21.3,34.3,12.9,2
11.305,69.8,21.3,34.3,12.9,2
11.399,69.8,21.3,34.3,12.9,2
11.501,69.8,21.3,34.3,12.9,2
11.600,69.8,21.3,34.3,12.9,2
11.697,69.8,21.3,34.3,12.9,2
11.805,69.8,21.3,34.3,12.9,2
11.905,69.8,21.4,34.3,12.9,2
11.994,69.8,21.4,34.3,12.9,2
12.101,69.8,21.4,34.3,12.9,2
12.203,69.8,21.4,34.3,12.9,2
12.294,69.8,21.4,34.3,12.9,2
12.401,69.8,21.4,34.3,12.9,2
12.488,69.8,21.4,34.3,12.9,2
12.595,69.8,21.4,34.3,12.9,2
12.706,69.8,21.4,34.3,12.9,2
12.790,69.8,21.4,34.3,12.9,2
12.894,69.8,21.4,34.3,12.9,2
12.999,69.8,21.4,34.3,12.9,2
13.089,69.8,21.4,34.3,12.9,2
13.195,69.8,21.4,34.3,12.9,2
13.281,69.8,21.4,34.3,12.9,2
13.390,69.8,21.4,34.3,12.9,2
13.490,69.8,21.4,34.3,12.9,2
13.583,69.8,21.4,34.3,12.9,2
13.691,69.8,21.4,34.3,12.9,2
13.793,69.8,21.4,34.3,12.9,2
13.883,69.8,21.4,34.3,12.9,2
13.991,69.8,21.4,34.3,12.9,2
14.091,69.8,21.4,34.3,12.9,2
14.181,69.8,21.4,34.3,12.9,2
14.287,69.8,21.4,34.3,12.9,2
14.391,69.8,21.4,34.3,12.9,2
14.485,69.8,21.4,34.3,12.9,2
14.588,69.8,21.4,34.3,12.9,2
14.695,69.8,21.4,34.4,12.9,2
14.784,69.8,21.4,34.4,12.9,2
14.893,69.8,21.4,34.4,12.9,2
14.979,69.8,21.4,34.4,12.9,2
15.084,69.8,21.4,34.4,12.9,2
15.192,69.8,21.5,34.4,12.9,2
15.277,69.8,21.5,34.4,12.9,2
15.385,69.8,21.5,34.4,12.9,2
15.489,69.8,21.5,34.4,12.9,2
15.625,69.8,21.5,34.4,12.9,2
15.686,69.8,21.5,34.4,12.9,2
15.777,69.8,21.5,34.4,12.9,2
15.878,69.8,21.5,34.4,12.9,2
15.984,69.8,21.5,34.4,12.9,2
16.090,69.8,21.5,34.4,12.9,2
16.179,69.8,21.5,34.4,12.9,2
16.283,69.8,21.5,34.4,12.9,2
16.376,69.8,21.5,34.4,12.9,2
16.480,69.8,21.5,34.4,12.9,2
16.585,69.8,21.5,34.4,12.9,2
16.672,69.8,21.5,34.4,12.9,2
16.777,69.8,21.5,34.4,12.9,2
16.885,69.8,21.5,34.4,12.9,2
16.992,69.8,21.5,34.4,12.9,2
17.124,69.8,21.5,34.4,12.9,2
17.230,69.8,21.5,34.4,12.9,2
17.272,69.8,21.5,34.4,12.9,2
17.380,69.8,21.5,34.4,12.9,2
17.465,69.8,21.5,34.4,12.9,2
17.575,69.8,21.5,34.4,12.9,2
17.680,69.8,21.5,34.4,12.9,2
17.878,69.8,21.5,34.4,12.9,2
17.879,69.8,21.5,34.4,12.9,2
17.981,69.8,21.5,34.4,12.9,2
18.101,69.8,21.5,34.4,12.9,2
18.174,69.8,21.5,34.4,12.9,2
18.279,69.8,21.5,34.4,12.9,2
18.369,69.8,21.5,34.4,12.9,2
18.566,69.8,21.5,34.4,12.9,2
18.576,69.8,21.5,34.4,12.9,2
18.667,69.8,21.5,34.4,12.9,2
18.778,69.8,21.5,34.5,12.9,2
18.879,69.8,21.5,34.5,12.9,2
18.985,69.8,21.5,34.5,12.9,2
19.077,69.8,21.5,34.5,12.9,2
19.180,69.8,21.5,34.5,12.9,2
19.315,69.8,21.6,34.5,12.9,2
19.420,69.8,21.6,34.5,12.9,2
19.463,69.8,21.6,34.5,12.9,2
19.571,69.8,21.6,34.5,12.9,2
19.673,69.8,21.6,34.5,12.9,2
19.782,69.7,21.6,34.5,12.9,2
19.868,69.7,21.6,34.5,12.9,2
20.034,69.7,21.6,34.5,12.9,2
20.061,69.7,21.6,34.5,12.9,2
20.170,69.7,21.6,34.5,12.9,2
20.275,69.7,21.6,34.5,12.9,2
20.365,69.7,21.6,34.5,12.9,2
20.469,69.7,21.6,34.5,12.9,2
20.559,69.7,21.6,34.5,12.9,2
20.665,69.7,21.6,34.5,12.9,2
20.831,69.7,21.6,34.5,12.9,2
20.854,69.7,21.6,34.5,12.9,2
20.983,69.7,21.6,34.5,12.9,2
21.068,69.8,21.6,34.5,12.9,2
21.162,69.8,21.6,34.5,12.9,2
21.332,69.8,21.6,34.5,12.9,2
21.368,69.8,21.6,34.5,12.9,2
21.493,69.8,21.6,34.5,12.9,2
21.562,69.8,21.6,34.5,12.9,2
21.673,69.8,21.6,34.5,12.9,2
21.886,69.8,21.6,34.5,12.9,2
21.887,69.8,21.6,34.5,12.9,2
21.954,69.8,21.6,34.5,12.9,2
22.059,69.8,21.6,34.5,12.9,2
22.169,69.8,21.6,34.5,12.9,2
22.331,69.8,21.6,34.5,12.9,2
22.355,69.8,21.6,34.5,12.9,2
22.498,69.8,21.6,34.5,12.9,2
22.553,69.8,21.6,34.5,12.9,2
22.662,69.8,21.6,34.5,12.9,2
22.824,69.8,21.6,34.5,12.9,2
22.852,69.8,21.6,34.5,12.9,2
22.993,69.8,21.6,34.5,12.9,2
23.062,69.8,21.6,34.5,12.9,2
23.155,69.8,21.6,34.5,12.9,2
23.325,69.8,21.6,34.5,12.9,2
23.361,69.8,21.6,34.5,12.9,2
23.452,69.8,21.6,34.5,12.9,2
23.562,69.8,21.6,34.5,12.9,2
23.664,69.8,21.6,34.5,12.9,2
23.828,69.8,21.6,34.5,12.9,2
23.855,69.8,21.6,34.5,12.9,2
23.948,69.8,21.6,34.5,12.9,2
24.052,69.8,21.6,34.5,12.9,2
24.161,69.8,21.6,34.5,12.9,2
24.249,69.8,21.6,34.5,12.9,2
24.356,69.8,21.6,34.5,12.9,2
24.459,69.8,21.6,34.5,12.9,2
24.547,69.8,21.6,34.5,12.9,2
24.654,69.8,21.6,34.5,12.9,2
24.819,69.8,21.6,34.5,12.9,2
24.845,69.8,21.6,34.5,12.9,2
24.953,69.8,21.6,34.5,12.9,2
25.043,69.8,21.6,34.6,12.9,2
25.149,69.8,21.6,34.6,12.9,2
25.318,69.8,21.6,34.6,12.9,2
25.340,69.8,21.6,34.6,12.9,2
25.449,69.8,21.6,34.5,12.9,2
25.553,69.8,21.6,34.5,12.9,2
25.642,69.8,21.6,34.6,12.9,2
25.749,69.8,21.6,34.6,12.9,2
25.854,69.8,21.6,34.6,12.9,2
25.944,69.8,21.6,34.6,12.9,2
26.047,69.8,21.6,34.6,12.9,2
26.155,69.8,21.6,34.6,12.9,2
26.242,69.8,21.6,34.6,12.9,2
26.348,69.8,21.6,34.6,12.9,2
26.452,69.8,21.6,34.6,12.9,2
26.545,69.8,21.6,34.6,12.9,2
26.647,69.8,21.6,34.6,12.9,2
26.738,69.8,21.6,34.6,12.9,2
26.844,69.8,21.6,34.5,12.9,2
26.954,69.8,21.6,34.5,12.9,2
27.039,69.8,21.6,34.5,12.9,2
27.142,69.8,21.6,34.5,12.9,2
27.248,69.8,21.6,34.5,12.9,2
27.338,69.8,21.6,34.5,12.9,2
27.444,69.8,21.6,34.5,12.9,2
27.547,69.8,21.6,34.5,12.9,2
27.639,69.8,21.6,34.5,12.9,2
27.744,69.8,21.6,34.6,12.9,2
27.832,69.8,21.6,34.6,12.9,2
27.940,69.8,21.6,34.6,12.9,2
28.044,69.8,21.6,34.6,12.9,2
28.134,69.8,21.6,34.6,12.9,2
28.240,69.8,21.6,34.6,12.9,2
28.343,69.8,21.6,34.6,12.9,2
28.432,69.8,21.6,34.6,12.9,2
28.538,69.8,21.6,34.6,12.9,2
28.646,69.8,21.6,34.6,12.9,2
28.732,69.8,21.6,34.6,12.9,2
28.840,69.8,21.6,34.6,12.9,2
28.944,69.8,21.6,34.6,12.9,2
29.034,69.8,21.6,34.6,12.9,2
29.142,69.8,21.6,34.6,12.9,2
29.230,69.8,21.6,34.6,12.9,2
29.334,69.9,21.6,34.6,12.9,2
29.438,69.9,21.6,34.6,12.9,2
29.533,69.9,21.6,34.6,12.9,2
29.633,69.9,21.6,34.6,12.9,2
29.738,69.9,21.7,34.6,12.9,2
29.879,69.9,21.7,34.6,12.9,2
29.935,69.9,21.7,34.6,12.9,2
30.040,69.9,21.7,34.6,12.9,2
30.129,69.9,21.7,34.6,12.9,2
30.238,69.9,21.7,34.6,12.9,2
30.340,69.9,21.7,34.6,12.9,2
30.428,69.9,21.7,34.6,12.9,2
30.534,69.9,21.7,34.6,12.9,2
30.640,69.9,21.7,34.6,12.9,2
30.727,69.9,21.7,34.6,12.9,2
30.833,69.9,21.7,34.6,12.9,2
30.924,69.9,21.7,34.6,12.9,2
31.026,69.9,21.7,34.6,12.9,2
31.135,69.9,21.7,34.6,12.9,2
31.242,69.8,21.7,34.6,12.9,2
31.380,69.8,21.7,34.6,12.9,2
31.484,69.8,21.7,34.6,12.9,2
31.520,69.8,21.7,34.6,12.9,2
31.636,69.8,21.7,34.6,12.9,2
31.780,69.8,21.7,34.6,12.9,2
31.825,69.8,21.7,34.6,12.9,2
31.934,69.9,21.7,34.6,12.9,2
32.067,69.9,21.7,34.6,12.9,2
32.171,69.9,21.7,34.6,12.9,2
32.227,69.9,21.7,34.6,12.9,2
32.334,69.9,21.7,34.6,12.9,2
32.424,69.9,21.7,34.6,12.9,2
32.532,69.9,21.7,34.6,12.9,2
32.620,69.9,21.7,34.6,12.9,2
32.813,69.9,21.7,34.6,12.9,2
32.827,69.9,21.7,34.6,12.9,2
32.922,69.9,21.7,34.6,12.9,2
33.020,69.9,21.7,34.6,12.9,2
33.130,69.9,21.7,34.6,12.9,2
33.218,69.9,21.7,34.6,12.9,2
33.325,69.9,21.7,34.6,12.9,2
33.430,69.9,21.7,34.6,12.9,2
33.563,69.8,21.7,34.6,12.9,2
33.673,69.8,21.7,34.6,12.9,2
33.729,69.9,21.7,34.6,12.9,2
33.820,69.9,21.7,34.6,12.9,2
33.927,69.9,21.7,34.6,12.9,2
34.122,69.9,21.7,34.6,12.9,2
34.124,69.9,21.7,34.6,12.9,2
34.397,69.9,21.7,34.6,12.9,2
34.399,69.9,21.7,34.6,12.9,2
34.415,69.9,21.7,34.6,12.9,2
34.523,69.9,21.7,34.7,12.9,2
34.616,69.9,21.7,34.7,12.9,2
34.721,69.9,21.7,34.7,12.9,2
34.810,69.9,21.7,34.7,12.9,2
34.916,69.9,21.7,34.7,12.9,2
35.077,69.9,21.7,34.7,12.9,2
35.108,70.0,21.7,34.7,12.9,2
35.248,70.0,21.8,34.7,12.9,2
35.366,70.0,21.8,34.7,12.9,2
35.407,70.0,21.8,34.7,12.9,2
35.575,70.0,21.8,34.7,12.9,2
35.616,70.0,21.8,34.7,12.9,2
35.738,70.0,21.8,34.7,12.9,2
35.815,70.0,21.8,34.7,12.9,2
35.922,70.0,21.8,34.7,12.9,2
36.056,70.0,21.8,34.7,12.9,2
36.161,70.0,21.8,34.7,12.9,2
36.220,70.1,21.8,34.7,12.9,2
36.308,70.1,21.8,34.8,12.9,2
36.414,70.1,21.8,34.8,12.9,2
36.583,70.1,21.8,34.8,12.9,2
36.605,70.1,21.8,34.8,12.9,2
36.718,70.0,21.8,34.8,12.9,2
36.803,70.0,21.8,34.8,12.9,2
36.911,70.0,21.8,34.8,12.9,2
37.073,70.0,21.8,34.8,12.9,2
37.101,70.1,21.8,34.8,12.9,2
37.244,70.1,21.8,34.8,12.9,2
37.314,70.1,21.8,34.8,12.9,2
37.405,70.1,21.8,34.8,12.9,2
37.571,70.1,21.8,34.8,12.9,2
37.595,70.1,21.9,34.8,12.9,2
37.705,70.1,21.9,34.8,12.9,2
37.813,70.1,21.9,34.8,12.9,2
37.900,70.1,21.9,34.8,12.9,2
38.076,70.1,21.9,34.8,12.9,2
38.107,70.1,21.9,34.8,12.9,2
38.197,70.1,21.9,34.9,12.9,2
38.305,70.1,21.9,34.9,12.9,2
38.410,70.1,21.9,34.9,12.9,2
38.500,70.1,21.9,34.9,12.9,2
38.606,70.1,21.9,34.9,12.9,2
38.711,70.1,21.9,34.9,12.9,2
38.800,70.1,21.9,34.9,12.9,2
38.907,70.1,21.9,34.9,13.0,2
38.992,70.1,21.9,34.9,13.0,2
39.114,70.1,21.9,34.9,13.0,2
39.205,70.1,21.9,34.9,13.0,2
39.291,70.1,21.9,34.9,13.0,2
39.401,70.1,21.9,34.9,13.0,2
39.582,70.1,21.9,34.9,13.0,2
39.590,70.1,22.0,34.9,13.0,2
39.700,70.1,22.0,34.9,13.0,2
39.802,70.1,22.0,35.0,13.0,2
39.894,70.1,22.0,35.0,13.0,2
39.996,70.1,22.0,35.0,13.0,2
40.088,70.1,22.0,35.0,13.0,2
40.196,70.1,22.0,35.0,13.0,2
40.296,70.1,22.0,35.0,13.0,2
40.390,70.1,22.0,35.0,13.0,2
40.499,70.1,22.0,35.0,13.0,2
40.603,70.1,22.0,35.0,13.0,2
40.690,70.1,22.0,35.0,13.0,2
40.798,70.1,22.0,35.0,13.0,2
40.900,70.1,22.0,35.0,13.0,2
40.993,70.1,22.0,35.0,13.0,2
41.092,70.1,22.0,35.0,13.0,2
41.205,70.1,22.0,35.0,13.0,2
41.291,70.1,22.0,35.0,13.0,2
41.401,70.1,22.0,35.1,13.0,2
41.486,70.1,22.0,35.1,13.0,2
41.590,70.1,22.1,35.1,13.0,2
41.696,70.0,22.1,35.1,13.0,2
41.785,70.0,22.1,35.1,13.0,2
41.890,70.0,22.1,35.1,13.0,2
41.994,70.0,22.1,35.1,13.0,2
42.089,70.0,22.1,35.1,13.0,2
42.189,70.0,22.1,35.1,13.0,2
42.275,70.0,22.1,35.1,13.0,2
42.385,70.1,22.1,35.1,13.0,2
42.493,70.1,22.1,35.1,13.0,2
42.626,70.1,22.1,35.1,13.0,2
42.729,70.1,22.1,35.1,13.0,2
42.838,70.1,22.1,35.1,13.0,2
42.877,70.1,22.1,35.1,13.0,2
42.986,70.1,22.1,35.1,13.0,2
43.089,70.1,22.1,35.1,13.0,2
43.179,70.1,22.1,35.1,13.0,2
43.285,70.1,22.1,35.1,13.0,2
43.392,70.1,22.1,35.1,13.0,2
43.481,70.1,22.1,35.1,13.0,2
43.585,70.1,22.1,35.2,13.0,2
43.692,70.1,22.1,35.2,13.0,2
43.781,70.1,22.2,35.2,13.0,2
43.884,70.1,22.2,35.2,13.0,2
44.036,70.1,22.2,35.2,13.0,2
44.078,70.1,22.2,35.2,13.0,2
44.186,70.1,22.2,35.2,13.0,2
44.277,70.1,22.2,35.2,13.0,2
44.382,70.1,22.2,35.2,13.0,2
44.469,70.1,22.2,35.2,13.0,2
44.579,70.1,22.2,35.2,13.0,2
44.680,70.1,22.2,35.2,13.0,2
44.819,70.1,22.2,35.2,13.0,2
44.918,70.1,22.2,35.2,13.0,2
45.020,70.1,22.2,35.2,13.0,2
45.071,70.0,22.2,35.2,13.0,2
45.179,70.0,22.2,35.2,13.0,2
45.282,70.0,22.2,35.2,13.0,2
45.370,70.0,22.2,35.3,13.0,2
45.537,70.0,22.2,35.3,13.0,2
45.577,70.0,22.2,35.3,13.0,2
45.667,70.0,22.2,35.3,13.0,2
45.773,70.0,22.2,35.3,13.0,2
45.884,70.0,22.2,35.3,13.0,2
46.030,70.0,22.3,35.3,13.0,2
46.073,70.0,22.3,35.3,13.0,2
46.164,70.0,22.3,35.3,13.0,2
46.329,70.0,22.3,35.3,13.0,2
46.374,70.0,22.3,35.3,13.0,2
46.494,70.1,22.3,35.3,13.0,2
46.614,70.1,22.3,35.3,13.0,2
46.719,70.1,22.3,35.3,13.0,2
46.826,70.1,22.3,35.3,13.0,2
46.865,70.1,22.3,35.3,13.0,2
46.960,70.1,22.3,35.4,13.0,2
47.063,70.1,22.3,35.4,13.0,2
47.167,70.1,22.3,35.4,13.0,2
47.272,70.1,22.3,35.4,13.0,2
47.364,70.1,22.3,35.4,13.0,2
47.529,70.1,22.3,35.4,13.0,2
47.558,70.1,22.3,35.4,13.0,2
47.661,70.1,22.3,35.4,13.0,2
47.772,70.1,22.3,35.4,13.0,2
47.860,70.1,22.3,35.4,13.0,2
47.961,70.1,22.4,35.4,13.0,2
48.072,70.1,22.4,35.4,13.0,2
48.176,70.1,22.4,35.4,13.0,2
48.312,70.1,22.4,35.4,13.0,2
48.350,70.1,22.4,35.4,13.0,2
48.463,70.1,22.4,35.4,13.0,2
48.564,70.1,22.4,35.4,13.0,2
48.654,70.1,22.4,35.4,13.0,2
48.824,70.1,22.4,35.4,13.0,2
48.861,70.0,22.4,35.4,13.0,2
48.954,70.0,22.4,35.5,13.0,2
49.059,70.0,22.4,35.5,13.0,2
49.166,70.0,22.4,35.5,13.0,2
49.268,70.0,22.4,35.5,13.0,2
49.359,70.1,22.4,35.5,13.0,2
49.450,70.1,22.4,35.5,13.0,2
49.554,70.1,22.4,35.5,13.0,2
49.662,70.1,22.4,35.5,13.0,2
49.824,70.1,22.4,35.5,13.0,2
49.850,70.1,22.4,35.5,13.0,2
49.963,70.1,22.4,35.5,13.0,2
50.050,70.1,22.4,35.5,13.0,2
50.155,70.1,22.5,35.5,13.0,2
50.245,70.1,22.5,35.5,13.0,2
50.347,70.1,22.5,35.5,13.0,2
50.454,70.1,22.5,35.5,13.0,2
50.543,70.1,22.5,35.5,13.0,2
50.648,70.1,22.5,35.5,13.0,2
50.770,70.1,22.5,35.5,13.0,2
50.846,70.1,22.5,35.5,13.0,2
50.947,70.1,22.5,35.6,13.0,2
51.056,70.1,22.5,35.6,13.0,2
51.147,70.1,22.5,35.6,13.0,2
51.328,70.1,22.5,35.6,13.0,2
51.334,70.1,22.5,35.6,13.0,2
51.443,70.1,22.5,35.6,13.0,2
51.553,70.1,22.5,35.6,13.0,2
51.642,70.1,22.5,35.6,13.0,2
51.747,70.1,22.5,35.6,13.0,2
51.856,70.1,22.5,35.6,13.1,2
51.937,70.1,22.5,35.6,13.0,2
52.047,70.1,22.5,35.6,13.0,2
52.153,70.1,22.5,35.6,13.0,2
52.236,70.1,22.5,35.6,13.0,2
52.347,70.1,22.6,35.6,13.0,2
52.434,70.2,22.6,35.6,13.0,2
52.540,70.2,22.6,35.6,13.0,2
52.648,70.2,22.6,35.6,13.0,2
52.734,70.2,22.6,35.6,13.0,2
52.844,70.2,22.6,35.6,13.0,2
52.945,70.2,22.6,35.6,13.0,2
53.036,70.2,22.6,35.6,13.0,2
53.140,70.2,22.6,35.7,13.0,2
53.245,70.2,22.6,35.7,13.1,2
53.335,70.2,22.6,35.7,13.0,2
53.440,70.2,22.6,35.7,13.1,2
53.530,70.2,22.6,35.7,13.1,2
53.637,70.3,22.6,35.7,13.0,2
53.741,70.3,22.6,35.7,13.1,2
53.830,70.3,22.6,35.7,13.1,2
53.937,70.3,22.6,35.7,13.1,2
54.038,70.3,22.6,35.7,13.1,2
54.127,70.3,22.6,35.7,13.1,2
54.237,70.3,22.6,35.7,13.1,2
54.339,70.3,22.6,35.7,13.1,2
54.430,70.3,22.6,35.7,13.1,2
54.534,70.3,22.6,35.7,13.1,2
54.639,70.3,22.6,35.7,13.1,2
54.733,70.3,22.7,35.8,13.1,2
54.836,70.3,22.7,35.8,13.1,2
54.925,70.3,22.7,35.8,13.1,2
55.028,70.3,22.7,35.8,13.1,2
55.134,70.3,22.7,35.8,13.1,2
55.224,70.3,22.7,35.8,13.1,2
55.328,70.3,22.7,35.8,13.1,2
55.435,70.3,22.7,35.8,13.1,2
55.522,70.3,22.7,35.8,13.1,2
55.630,70.3,22.7,35.8,13.1,2
55.717,70.3,22.7,35.8,13.1,2
55.901,70.3,22.7,35.8,13.1,2
55.929,70.3,22.7,35.8,13.1,2
56.018,70.3,22.7,35.8,13.1,2
56.121,70.3,22.7,35.9,13.1,2
56.228,70.3,22.7,35.9,13.1,2
56.320,70.3,22.7,35.9,13.1,2
56.424,70.3,22.8,35.9,13.1,2
56.530,70.3,22.8,35.9,13.1,2
56.619,70.3,22.8,35.9,13.1,2
56.725,70.3,22.8,35.9,13.1,2
56.829,70.3,22.8,35.9,13.1,2
56.919,70.3,22.8,35.9,13.1,2
57.022,70.3,22.8,35.9,13.1,2
57.111,70.3,22.8,35.9,13.1,2
57.379,70.3,22.8,35.9,13.1,2
57.383,70.3,22.8,35.9,13.1,2
57.462,70.3,22.8,35.9,13.1,2
57.567,70.4,22.8,35.9,13.1,2
57.669,70.4,22.8,35.9,13.1,2
57.772,70.4,22.8,35.9,13.1,2
57.817,70.4,22.8,35.9,13.1,2
57.926,70.4,22.8,36.0,13.1,2
58.063,70.4,22.8,36.0,13.1,2
58.162,70.4,22.8,36.0,13.1,2
58.206,70.4,22.8,36.0,13.1,2
58.311,70.4,22.9,36.0,13.1,2
58.423,70.4,22.9,36.0,13.1,2
58.527,70.4,22.9,36.0,13.1,2
58.617,70.4,22.9,36.0,13.1,2
58.775,70.3,22.9,36.0,13.1,2
58.807,70.3,22.9,36.0,13.1,2
58.912,70.3,22.9,36.0,13.1,2
59.019,70.3,22.9,36.0,13.1,2
59.109,70.3,22.9,36.0,13.1,2
59.213,70.3,22.9,36.0,13.1,2
59.304,70.3,22.9,36.0,13.1,2
59.408,70.4,22.9,36.0,13.1,2
59.578,70.4,22.9,36.0,13.1,2
59.600,70.4,22.9,36.0,13.1,2
59.707,70.4,22.9,36.0,13.1,2
59.814,70.4,22.9,36.0,13.1,2
59.909,70.4,22.9,36.0,13.1,2
60.069,70.4,22.9,36.0,13.1,2
60.112,70.4,22.9,36.0,13.1,2
60.203,70.4,22.9,36.0,13.1,2
60.309,70.4,22.9,36.0,13.1,2
60.400,70.4,22.9,36.0,13.1,2
60.518,70.4,22.9,36.1,13.1,2
60.609,70.4,22.9,36.1,13.1,2
60.700,70.4,22.9,36.1,13.1,2
60.807,70.4,22.9,36.1,13.1,2
60.907,70.4,23.0,36.1,13.1,2
61.075,70.4,23.0,36.1,13.1,2
61.106,70.5,23.0,36.1,13.1,2
61.212,70.5,23.0,36.1,13.1,2
61.302,70.5,23.0,36.1,13.1,2
61.408,70.4,23.0,36.1,13.1,2
61.526,70.4,23.0,36.1,13.1,2
61.598,70.4,23.0,36.1,13.1,2
61.707,70.4,23.0,36.1,13.1,2
61.798,70.4,23.0,36.1,13.1,2
61.902,70.4,23.0,36.1,13.1,2
62.067,70.4,23.0,36.1,13.1,2
62.092,70.4,23.0,36.1,13.1,2
62.198,70.4,23.0,36.1,13.1,2
62.306,70.4,23.0,36.1,13.1,2
62.394,70.4,23.0,36.1,13.1,2
62.575,70.4,23.0,36.1,13.1,2
62.587,70.4,23.0,36.1,13.1,2
62.692,70.4,23.0,36.1,13.1,2
62.799,70.4,23.0,36.1,13.1,2
62.887,70.5,23.0,36.1,13.1,2
