Time,TSI
626,55.42
627,55.45
628,55.45
629,55.48
630,55.48
631,55.51
632,55.51
633,55.53
634,55.53
635,55.54
636,55.54
637,55.5
638,55.5
639,55.45
640,55.45
641,55.44
642,55.44
643,55.44
644,55.44
645,55.44
646,55.44
647,55.43
648,55.43
649,55.43
650,55.43
651,55.45
652,55.45
653,55.47
654,55.47
655,55.49
656,55.49
657,55.51
658,55.51
659,55.56
660,55.56
661,55.61
662,55.61
663,55.65
664,55.65
665,55.66
666,55.66
667,55.65
668,55.65
669,55.61
670,55.61
671,55.55
672,55.55
673,55.5
674,55.5
675,55.48
676,55.48
677,55.5
678,55.5
679,55.51
680,55.51
681,55.52
682,55.52
683,55.55
684,55.55
685,55.61
686,55.61
687,55.65
688,55.65
689,55.64
690,55.64
691,55.64
692,55.64
693,55.66
694,55.66
695,55.69
696,55.69
697,55.7
698,55.7
699,55.69
700,55.69
701,55.67
702,55.67
703,55.68
704,55.68
705,55.67
706,55.67
707,55.64
708,55.64
709,55.63
710,55.63
711,55.64
712,55.64
713,55.66
714,55.66
715,55.66
716,55.66
717,55.64
718,55.64
719,55.6
720,55.6
721,55.54
722,55.54
723,55.46
724,55.46
725,55.4
726,55.4
727,55.38
728,55.38
729,55.39
730,55.39
731,55.4
732,55.4
733,55.41
734,55.41
735,55.44
736,55.44
737,55.46
738,55.46
739,55.49
740,55.49
741,55.49
742,55.49
743,55.47
744,55.47
745,55.46
746,55.46
747,55.47
748,55.47
749,55.45
750,55.45
751,55.44
752,55.44
753,55.46
754,55.46
755,55.5
756,55.5
757,55.55
758,55.55
759,55.59
760,55.59
761,55.62
762,55.62
763,55.65
764,55.65
765,55.67
766,55.67
767,55.66
768,55.66
769,55.62
770,55.62
771,55.6
772,55.6
773,55.62
774,55.62
775,55.64
776,55.64
777,55.65
778,55.65
779,55.65
780,55.65
781,55.63
782,55.63
783,55.59
784,55.59
785,55.54
786,55.54
787,55.5
788,55.5
789,55.45
790,55.45
791,55.42
792,55.42
793,55.42
794,55.42
795,55.45
796,55.45
797,55.46
798,55.46
799,55.47
800,55.47
801,55.51
802,55.51
803,55.57
804,55.57
805,55.63
806,55.63
807,55.72
808,55.72
809,55.83
810,55.83
811,55.9
812,55.9
813,55.94
814,55.94
815,55.99
816,55.99
817,56.01
818,56.01
819,55.99
820,55.99
821,55.96
822,55.96
823,55.91
824,55.91
825,55.86
826,55.86
827,55.85
828,55.85
829,55.88
830,55.88
831,55.91
832,55.91
833,55.94
834,55.94
835,55.95
836,55.95
837,55.91
838,55.91
839,55.85
840,55.85
841,55.81
842,55.81
843,55.8
844,55.8
845,55.79
846,55.79
847,55.77
848,55.77
849,55.75
850,55.75
851,55.73
852,55.73
853,55.7
854,55.7
855,55.7
856,55.7
857,55.73
858,55.73
859,55.77
860,55.77
861,55.83
862,55.83
863,55.88
864,55.88
865,55.91
866,55.91
867,55.93
868,55.93
869,55.95
870,55.95
871,55.97
872,55.97
873,56.0
874,56.0
875,56.01
876,56.01
877,55.98
878,55.98
879,55.92
880,55.92
881,55.83
882,55.83
883,55.75
884,55.75
885,55.66
886,55.66
887,55.59
888,55.59
889,55.56
890,55.56
891,55.57
892,55.57
893,55.59
894,55.59
895,55.65
896,55.65
897,55.7
898,55.7
899,55.7
900,55.7
901,55.69
902,55.69
903,55.67
904,55.67
905,55.63
906,55.63
907,55.6
908,55.6
909,55.6
910,55.6
911,55.64
912,55.64
913,55.72
914,55.72
915,55.8
916,55.8
917,55.82
918,55.82
919,55.79
920,55.79
921,55.75
922,55.75
923,55.69
924,55.69
925,55.63
926,55.63
927,55.58
928,55.58
929,55.58
930,55.58
931,55.6
932,55.6
933,55.62
934,55.62
935,55.62
936,55.62
937,55.62
938,55.62
939,55.65
940,55.65
941,55.7
942,55.7
943,55.74
944,55.74
945,55.77
946,55.77
947,55.75
948,55.75
949,55.73
950,55.73
951,55.72
952,55.72
953,55.71
954,55.71
955,55.66
956,55.66
957,55.62
958,55.62
959,55.6
960,55.6
961,55.6
962,55.6
963,55.58
964,55.58
965,55.58
966,55.58
967,55.58
968,55.58
969,55.59
970,55.59
971,55.58
972,55.58
973,55.58
974,55.58
975,55.6
976,55.6
977,55.62
978,55.62
979,55.66
980,55.66
981,55.72
982,55.72
983,55.81
984,55.81
985,55.92
986,55.92
987,56.05
988,56.05
989,56.21
990,56.21
991,56.37
992,56.37
993,56.47
994,56.47
995,56.47
996,56.47
997,56.34
998,56.34
999,56.1
1000,56.1
1001,55.86
1002,55.86
1003,55.71
1004,55.71
1005,55.54
1006,55.54
1007,55.27
1008,55.27
1009,55.05
1010,55.05
1011,55.04
1012,55.04
1013,55.18
1014,55.18
1015,55.37
1016,55.37
1017,55.62
1018,55.62
1019,56.04
1020,56.04
1021,56.64
1022,56.64
1023,57.32
1024,57.32
1025,57.96
1026,57.96
1027,58.4
1028,58.4
1029,58.62
1030,58.62
1031,58.75
1032,58.75
1033,58.86
1034,58.86
1035,58.94
1036,58.94
1037,59.0
1038,59.0
1039,59.03
1040,59.03
1041,59.1
1042,59.1
1043,59.15
1044,59.15
1045,59.1
1046,59.1
1047,59.01
1048,59.01
1049,58.9
1050,58.9
1051,58.79
1052,58.79
1053,58.64
1054,58.64
1055,58.54
1056,58.54
1057,58.67
1058,58.67
1059,59.03
1060,59.03
1061,59.51
1062,59.51
1063,59.91
1064,59.91
1065,60.13
1066,60.13
1067,60.28
1068,60.28
1069,60.43
1070,60.43
1071,60.61
1072,60.61
1073,60.71
1074,60.71
1075,60.67
1076,60.67
1077,60.58
1078,60.58
1079,60.53
1080,60.53
1081,60.51
1082,60.51
1083,60.48
1084,60.48
1085,60.39
1086,60.39
1087,60.19
1088,60.19
1089,60.02
1090,60.02
1091,60.11
1092,60.11
1093,60.46
1094,60.46
1095,60.94
1096,60.94
1097,61.34
1098,61.34
1099,61.5
1100,61.5
1101,61.51
1102,61.51
1103,61.45
1104,61.45
1105,61.3
1106,61.3
1107,61.15
1108,61.15
1109,61.07
1110,61.07
1111,60.98
1112,60.98
1113,60.82
1114,60.82
1115,60.65
1116,60.65
1117,60.53
1118,60.53
1119,60.4
1120,60.4
1121,60.21
1122,60.21
1123,60.1
1124,60.1
1125,60.25
1126,60.25
1127,60.63
1128,60.63
1129,61.06
1130,61.06
1131,61.38
1132,61.38
1133,61.55
1134,61.55
1135,61.62
1136,61.62
1137,61.58
1138,61.58
1139,61.46
1140,61.46
1141,61.36
1142,61.36
1143,61.25
1144,61.25
1145,61.06
1146,61.06
1147,60.78
1148,60.78
1149,60.52
1150,60.52
1151,60.35
1152,60.35
1153,60.18
1154,60.18
1155,59.95
1156,59.95
1157,59.8
1158,59.8
1159,59.86
1160,59.86
1161,60.13
1162,60.13
1163,60.53
1164,60.53
1165,60.9
1166,60.9
1167,61.11
1168,61.11
1169,61.12
1170,61.12
1171,60.99
1172,60.99
1173,60.83
1174,60.83
1175,60.71
1176,60.71
1177,60.56
1178,60.56
1179,60.32
1180,60.32
1181,60.07
1182,60.07
1183,59.9
1184,59.9
1185,59.78
1186,59.78
1187,59.62
1188,59.62
1189,59.47
1190,59.47
1191,59.44
1192,59.44
1193,59.54
1194,59.54
1195,59.76
1196,59.76
1197,59.98
1198,59.98
1199,60.1
1200,60.1
1201,60.17
1202,60.17
1203,60.2
1204,60.2
1205,60.14
1206,60.14
1207,60.01
1208,60.01
1209,59.84
1210,59.84
1211,59.57
1212,59.57
1213,59.23
1214,59.23
1215,58.93
1216,58.93
1217,58.7
1218,58.7
1219,58.48
1220,58.48
1221,58.31
1222,58.31
1223,58.26
1224,58.26
1225,58.36
1226,58.36
1227,58.57
1228,58.57
1229,58.88
1230,58.88
1231,59.16
1232,59.16
1233,59.31
1234,59.31
1235,59.34
1236,59.34
1237,59.28
1238,59.28
1239,59.12
1240,59.12
1241,58.92
1242,58.92
1243,58.69
1244,58.69
1245,58.38
1246,58.38
1247,57.98
1248,57.98
1249,57.65
1250,57.65
1251,57.45
1252,57.45
1253,57.28
1254,57.28
1255,57.15
1256,57.15
1257,57.11
1258,57.11
1259,57.18
1260,57.18
1261,57.38
1262,57.38
1263,57.67
1264,57.67
1265,57.91
1266,57.91
1267,58.04
1268,58.04
1269,58.04
1270,58.04
1271,57.92
1272,57.92
1273,57.73
1274,57.73
1275,57.55
1276,57.55
1277,57.31
1278,57.31
1279,56.95
1280,56.95
1281,56.57
1282,56.57
1283,56.26
1284,56.26
1285,55.98
1286,55.98
1287,55.76
1288,55.76
1289,55.66
1290,55.66
1291,55.72
1292,55.72
1293,55.89
1294,55.89
1295,56.19
1296,56.19
1297,56.53
1298,56.53
1299,56.76
1300,56.76
1301,56.86
1302,56.86
1303,56.84
1304,56.84
1305,56.69
1306,56.69
1307,56.46
1308,56.46
1309,56.16
1310,56.16
1311,55.8
1312,55.8
1313,55.46
1314,55.46
1315,55.22
1316,55.22
1317,55.04
1318,55.04
1319,54.86
1320,54.86
1321,54.77
1322,54.77
1323,54.87
1324,54.87
1325,55.13
1326,55.13
1327,55.55
1328,55.55
1329,55.96
1330,55.96
1331,56.16
1332,56.16
1333,56.23
1334,56.23
1335,56.21
1336,56.21
1337,56.09
1338,56.09
1339,55.92
1340,55.92
1341,55.74
1342,55.74
1343,55.47
1344,55.47
1345,55.06
1346,55.06
1347,54.58
1348,54.58
1349,54.14
1350,54.14
1351,53.89
1352,53.89
1353,53.89
1354,53.89
1355,54.08
1356,54.08
1357,54.44
1358,54.44
1359,54.95
1360,54.95
1361,55.48
1362,55.48
1363,55.81
1364,55.81
1365,55.91
1366,55.91
1367,55.86
1368,55.86
1369,55.69
1370,55.69
1371,55.44
1372,55.44
1373,55.11
1374,55.11
1375,54.64
1376,54.64
1377,54.13
1378,54.13
1379,53.72
1380,53.72
1381,53.45
1382,53.45
1383,53.26
1384,53.26
1385,53.17
1386,53.17
1387,53.26
1388,53.26
1389,53.53
1390,53.53
1391,53.95
1392,53.95
1393,54.43
1394,54.43
1395,54.8
1396,54.8
1397,54.99
1398,54.99
1399,55.01
1400,55.01
1401,54.88
1402,54.88
1403,54.66
1404,54.66
1405,54.4
1406,54.4
1407,54.09
1408,54.09
1409,53.68
1410,53.68
1411,53.18
1412,53.18
1413,52.65
1414,52.65
1415,52.23
1416,52.23
1417,52.06
1418,52.06
1419,52.17
1420,52.17
1421,52.47
1422,52.47
1423,52.87
1424,52.87
1425,53.34
1426,53.34
1427,53.76
1428,53.76
1429,54.01
1430,54.01
1431,54.1
1432,54.1
1433,54.04
1434,54.04
1435,53.84
1436,53.84
1437,53.56
1438,53.56
1439,53.22
1440,53.22
1441,52.76
1442,52.76
1443,52.2
1444,52.2
1445,51.64
1446,51.64
1447,51.18
1448,51.18
1449,50.92
1450,50.92
1451,50.91
1452,50.91
1453,51.13
1454,51.13
1455,51.48
1456,51.48
1457,51.88
1458,51.88
1459,52.31
1460,52.31
1461,52.65
1462,52.65
1463,52.83
1464,52.83
1465,52.84
1466,52.84
1467,52.66
1468,52.66
1469,52.32
1470,52.32
1471,51.93
1472,51.93
1473,51.53
1474,51.53
1475,51.02
1476,51.02
1477,50.46
1478,50.46
1479,49.96
1480,49.96
1481,49.66
1482,49.66
1483,49.65
1484,49.65
1485,49.87
1486,49.87
1487,50.16
1488,50.16
1489,50.47
1490,50.47
1491,50.8
1492,50.8
1493,51.09
1494,51.09
1495,51.29
1496,51.29
1497,51.46
1498,51.46
1499,51.53
1500,51.53
1501,51.37
1502,51.37
1503,50.97
1504,50.97
1505,50.47
1506,50.47
1507,49.87
1508,49.87
1509,49.29
1510,49.29
1511,48.84
1512,48.84
1513,48.57
1514,48.57
1515,48.57
1516,48.57
1517,48.82
1518,48.82
1519,49.14
1520,49.14
1521,49.42
1522,49.42
1523,49.7
1524,49.7
1525,49.98
1526,49.98
1527,50.1
1528,50.1
1529,50.08
1530,50.08
1531,50.0
1532,50.0
1533,49.84
1534,49.84
1535,49.56
1536,49.56
1537,49.23
1538,49.23
1539,48.84
1540,48.84
1541,48.33
1542,48.33
1543,47.79
1544,47.79
1545,47.35
1546,47.35
1547,47.17
1548,47.17
1549,47.34
1550,47.34
1551,47.73
1552,47.73
1553,48.13
1554,48.13
1555,48.45
1556,48.45
1557,48.73
1558,48.73
1559,48.94
1560,48.94
1561,49.02
1562,49.02
1563,49.03
1564,49.03
1565,48.95
1566,48.95
1567,48.74
1568,48.74
1569,48.39
1570,48.39
1571,47.99
1572,47.99
1573,47.51
1574,47.51
1575,46.97
1576,46.97
1577,46.5
1578,46.5
1579,46.17
1580,46.17
1581,45.99
1582,45.99
1583,46.06
1584,46.06
1585,46.32
1586,46.32
1587,46.59
1588,46.59
1589,46.84
1590,46.84
1591,47.06
1592,47.06
1593,47.24
1594,47.24
1595,47.4
1596,47.4
1597,47.55
1598,47.55
1599,47.68
1600,47.68
1601,47.66
1602,47.66
1603,47.38
1604,47.38
1605,46.92
1606,46.92
1607,46.42
1608,46.42
1609,45.82
1610,45.82
1611,45.12
1612,45.12
1613,44.47
1614,44.47
1615,44.11
1616,44.11
1617,44.29
1618,44.29
1619,44.88
1620,44.88
1621,45.47
1622,45.47
1623,45.87
1624,45.87
1625,46.13
1626,46.13
1627,46.31
1628,46.31
1629,46.44
1630,46.44
1631,46.51
1632,46.51
1633,46.48
1634,46.48
1635,46.27
1636,46.27
1637,45.92
1638,45.92
1639,45.5
1640,45.5
1641,45.01
1642,45.01
1643,44.37
1644,44.37
1645,43.69
1646,43.69
1647,43.19
1648,43.19
1649,42.94
1650,42.94
1651,42.92
1652,42.92
1653,43.25
1654,43.25
1655,43.8
1656,43.8
1657,44.24
1658,44.24
1659,44.5
1660,44.5
1661,44.72
1662,44.72
1663,44.93
1664,44.93
1665,45.07
1666,45.07
1667,45.07
1668,45.07
1669,44.88
1670,44.88
1671,44.54
1672,44.54
1673,44.08
1674,44.08
1675,43.47
1676,43.47
1677,42.79
1678,42.79
1679,42.25
1680,42.25
1681,41.9
1682,41.9
1683,41.79
1684,41.79
1685,41.98
1686,41.98
1687,42.44
1688,42.44
1689,42.88
1690,42.88
1691,43.2
1692,43.2
1693,43.52
1694,43.52
1695,43.86
1696,43.86
1697,44.14
1698,44.14
1699,44.32
1700,44.32
1701,44.26
1702,44.26
1703,43.86
1704,43.86
1705,43.33
1706,43.33
1707,42.8
1708,42.8
1709,42.13
1710,42.13
1711,41.29
1712,41.29
1713,40.52
1714,40.52
1715,40.07
1716,40.07
1717,40.19
1718,40.19
1719,40.82
1720,40.82
1721,41.59
1722,41.59
1723,42.2
1724,42.2
1725,42.63
1726,42.63
1727,42.94
1728,42.94
1729,43.12
1730,43.12
1731,43.25
1732,43.25
1733,43.26
1734,43.26
1735,43.03
1736,43.03
1737,42.62
1738,42.62
1739,42.16
1740,42.16
1741,41.61
1742,41.61
1743,40.96
1744,40.96
1745,40.4
1746,40.4
1747,40.0
1748,40.0
1749,39.84
1750,39.84
1751,40.13
1752,40.13
1753,40.73
1754,40.73
1755,41.28
1756,41.28
1757,41.66
1758,41.66
1759,41.97
1760,41.97
1761,42.23
1762,42.23
1763,42.37
1764,42.37
1765,42.46
1766,42.46
1767,42.48
1768,42.48
1769,42.28
1770,42.28
1771,41.87
1772,41.87
1773,41.38
1774,41.38
1775,40.81
1776,40.81
1777,40.21
1778,40.21
1779,39.73
1780,39.73
1781,39.41
1782,39.41
1783,39.36
1784,39.36
1785,39.74
1786,39.74
1787,40.39
1788,40.39
1789,40.97
1790,40.97
1791,41.35
1792,41.35
1793,41.65
1794,41.65
1795,41.89
1796,41.89
1797,41.99
1798,41.99
1799,41.95
1800,41.95
1801,41.76
1802,41.76
1803,41.44
1804,41.44
1805,41.07
1806,41.07
1807,40.59
1808,40.59
1809,39.92
1810,39.92
1811,39.22
1812,39.22
1813,38.69
1814,38.69
1815,38.42
1816,38.42
1817,38.58
1818,38.58
1819,39.27
1820,39.27
1821,40.14
1822,40.14
1823,40.82
1824,40.82
1825,41.29
1826,41.29
1827,41.65
1828,41.65
1829,41.91
1830,41.91
1831,42.05
1832,42.05
1833,42.02
1834,42.02
1835,41.73
1836,41.73
1837,41.29
1838,41.29
1839,40.83
1840,40.83
1841,40.26
1842,40.26
1843,39.5
1844,39.5
1845,38.7
1846,38.7
1847,38.04
1848,38.04
1849,37.8
1850,37.8
1851,38.31
1852,38.31
1853,39.31
1854,39.31
1855,40.21
1856,40.21
1857,40.84
1858,40.84
1859,41.3
1860,41.3
1861,41.63
1862,41.63
1863,41.8
1864,41.8
1865,41.89
1866,41.89
1867,41.98
1868,41.98
1869,42.01
1870,42.01
1871,41.85
1872,41.85
1873,41.44
1874,41.44
1875,40.84
1876,40.84
1877,40.16
1878,40.16
1879,39.52
1880,39.52
1881,39.09
1882,39.09
1883,39.16
1884,39.16
1885,39.82
1886,39.82
1887,40.63
1888,40.63
1889,41.16
1890,41.16
1891,41.45
1892,41.45
1893,41.74
1894,41.74
1895,42.08
1896,42.08
1897,42.36
1898,42.36
1899,42.56
1900,42.56
1901,42.68
1902,42.68
1903,42.64
1904,42.64
1905,42.3
1906,42.3
1907,41.72
1908,41.72
1909,40.96
1910,40.96
1911,40.14
1912,40.14
1913,39.45
1914,39.45
1915,38.97
1916,38.97
1917,38.76
1918,38.76
1919,38.96
1920,38.96
1921,39.56
1922,39.56
1923,40.25
1924,40.25
1925,40.82
1926,40.82
1927,41.29
1928,41.29
1929,41.67
1930,41.67
1931,41.99
1932,41.99
1933,42.27
1934,42.27
1935,42.39
1936,42.39
1937,42.19
1938,42.19
1939,41.73
1940,41.73
1941,41.2
1942,41.2
1943,40.65
1944,40.65
1945,40.01
1946,40.01
1947,39.32
1948,39.32
1949,38.73
1950,38.73
1951,38.35
1952,38.35
1953,38.37
1954,38.37
1955,38.94
1956,38.94
1957,39.81
1958,39.81
1959,40.47
1960,40.47
1961,40.83
1962,40.83
1963,41.05
1964,41.05
1965,41.23
1966,41.23
1967,41.4
1968,41.4
1969,41.53
1970,41.53
1971,41.53
1972,41.53
1973,41.35
1974,41.35
1975,41.03
1976,41.03
1977,40.63
1978,40.63
1979,40.15
1980,40.15
1981,39.48
1982,39.48
1983,38.77
1984,38.77
1985,38.17
1986,38.17
1987,37.96
1988,37.96
1989,38.48
1990,38.48
1991,39.5
1992,39.5
1993,40.42
1994,40.42
1995,40.97
1996,40.97
1997,41.24
1998,41.24
1999,41.45
2000,41.45
2001,41.63
2002,41.63
2003,41.73
2004,41.73
2005,41.76
2006,41.76
2007,41.67
2008,41.67
2009,41.47
2010,41.47
2011,41.18
2012,41.18
2013,40.8
2014,40.8
2015,40.29
2016,40.29
2017,39.7
2018,39.7
2019,39.11
2020,39.11
2021,38.73
2022,38.73
2023,38.93
2024,38.93
2025,39.6
2026,39.6
2027,40.3
2028,40.3
2029,40.76
2030,40.76
2031,41.06
2032,41.06
2033,41.3
2034,41.3
2035,41.51
2036,41.51
2037,41.74
2038,41.74
2039,42.02
2040,42.02
2041,42.23
2042,42.23
2043,42.19
2044,42.19
2045,41.86
2046,41.86
2047,41.36
2048,41.36
2049,40.84
2050,40.84
2051,40.37
2052,40.37
2053,40.04
2054,40.04
2055,40.05
2056,40.05
2057,40.4
2058,40.4
2059,40.79
2060,40.79
2061,41.05
2062,41.05
2063,41.27
2064,41.27
2065,41.56
2066,41.56
2067,41.82
2068,41.82
2069,42.04
2070,42.04
2071,42.24
2072,42.24
2073,42.38
2074,42.38
2075,42.32
2076,42.32
2077,41.97
2078,41.97
2079,41.39
2080,41.39
2081,40.69
2082,40.69
2083,39.98
2084,39.98
2085,39.46
2086,39.46
2087,39.45
2088,39.45
2089,39.98
2090,39.98
2091,40.67
2092,40.67
2093,41.18
2094,41.18
2095,41.55
2096,41.55
2097,41.83
2098,41.83
2099,42.01
2100,42.01
2101,42.12
2102,42.12
2103,42.18
2104,42.18
2105,42.14
2106,42.14
2107,41.96
2108,41.96
2109,41.66
2110,41.66
2111,41.25
2112,41.25
2113,40.71
2114,40.71
2115,40.15
2116,40.15
2117,39.62
2118,39.62
2119,39.33
2120,39.33
2121,39.56
2122,39.56
2123,40.2
2124,40.2
2125,40.82
2126,40.82
2127,41.24
2128,41.24
2129,41.56
2130,41.56
2131,41.86
2132,41.86
2133,42.13
2134,42.13
2135,42.32
2136,42.32
2137,42.3
2138,42.3
2139,42.03
2140,42.03
