Time,TSI
287,69.83
288,69.83
289,69.76
290,69.76
291,69.67
292,69.67
293,69.62
294,69.62
295,69.6
296,69.6
297,69.55
298,69.55
299,69.52
300,69.52
301,69.54
302,69.54
303,69.61
304,69.61
305,69.66
306,69.66
307,69.68
308,69.68
309,69.71
310,69.71
311,69.75
312,69.75
313,69.79
314,69.79
315,69.8
316,69.8
317,69.81
318,69.81
319,69.82
320,69.82
321,69.81
322,69.81
323,69.77
324,69.77
325,69.69
326,69.69
327,69.62
328,69.62
329,69.58
330,69.58
331,69.55
332,69.55
333,69.49
334,69.49
335,69.36
336,69.36
337,69.17
338,69.17
339,68.97
340,68.97
341,68.77
342,68.77
343,68.6
344,68.6
345,68.49
346,68.49
347,68.43
348,68.43
349,68.42
350,68.42
351,68.42
352,68.42
353,68.44
354,68.44
355,68.43
356,68.43
357,68.43
358,68.43
359,68.45
360,68.45
361,68.49
362,68.49
363,68.57
364,68.57
365,68.68
366,68.68
367,68.77
368,68.77
369,68.82
370,68.82
371,68.83
372,68.83
373,68.76
374,68.76
375,68.67
376,68.67
377,68.6
378,68.6
379,68.54
380,68.54
381,68.53
382,68.53
383,68.6
384,68.6
385,68.73
386,68.73
387,68.89
388,68.89
389,69.05
390,69.05
391,69.21
392,69.21
393,69.32
394,69.32
395,69.39
396,69.39
397,69.41
398,69.41
399,69.4
400,69.4
401,69.4
402,69.4
403,69.42
404,69.42
405,69.47
406,69.47
407,69.56
408,69.56
409,69.67
410,69.67
411,69.79
412,69.79
413,69.91
414,69.91
415,70.01
416,70.01
417,70.1
418,70.1
419,70.2
420,70.2
421,70.31
422,70.31
423,70.41
424,70.41
425,70.5
426,70.5
427,70.56
428,70.56
429,70.59
430,70.59
431,70.58
432,70.58
433,70.55
434,70.55
435,70.55
436,70.55
437,70.6
438,70.6
439,70.68
440,70.68
441,70.77
442,70.77
443,70.87
444,70.87
445,70.95
446,70.95
447,70.99
448,70.99
449,71.01
450,71.01
451,71.01
452,71.01
453,70.99
454,70.99
455,70.97
456,70.97
457,70.94
458,70.94
459,70.91
460,70.91
461,70.85
462,70.85
463,70.8
464,70.8
465,70.79
466,70.79
467,70.8
468,70.8
469,70.82
470,70.82
471,70.85
472,70.85
473,70.85
474,70.85
475,70.88
476,70.88
477,70.97
478,70.97
479,71.1
480,71.1
481,71.22
482,71.22
483,71.29
484,71.29
485,71.35
486,71.35
487,71.38
488,71.38
489,71.4
490,71.4
491,71.39
492,71.39
493,71.37
494,71.37
495,71.37
496,71.37
497,71.39
498,71.39
499,71.44
500,71.44
501,71.49
502,71.49
503,71.52
504,71.52
505,71.54
506,71.54
507,71.57
508,71.57
509,71.6
510,71.6
511,71.6
512,71.6
513,71.57
514,71.57
515,71.53
516,71.53
517,71.47
518,71.47
519,71.42
520,71.42
521,71.37
522,71.37
523,71.32
524,71.32
525,71.29
526,71.29
527,71.29
528,71.29
529,71.29
530,71.29
531,71.3
532,71.3
533,71.33
534,71.33
535,71.39
536,71.39
537,71.43
538,71.43
539,71.43
540,71.43
541,71.41
542,71.41
543,71.38
544,71.38
545,71.36
546,71.36
547,71.33
548,71.33
549,71.31
550,71.31
551,71.29
552,71.29
553,71.25
554,71.25
555,71.22
556,71.22
557,71.23
558,71.23
559,71.24
560,71.24
561,71.26
562,71.26
563,71.28
564,71.28
565,71.33
566,71.33
567,71.39
568,71.39
569,71.42
570,71.42
571,71.41
572,71.41
573,71.38
574,71.38
575,71.36
576,71.36
577,71.34
578,71.34
579,71.32
580,71.32
581,71.3
582,71.3
583,71.27
584,71.27
585,71.23
586,71.23
587,71.2
588,71.2
589,71.2
590,71.2
591,71.23
592,71.23
593,71.28
594,71.28
595,71.35
596,71.35
597,71.39
598,71.39
599,71.41
600,71.41
601,71.4
602,71.4
603,71.38
604,71.38
605,71.34
606,71.34
607,71.31
608,71.31
609,71.28
610,71.28
611,71.26
612,71.26
613,71.27
614,71.27
615,71.27
616,71.27
617,71.27
618,71.27
619,71.27
620,71.27
621,71.28
622,71.28
623,71.3
624,71.3
625,71.34
626,71.34
627,71.38
628,71.38
629,71.39
630,71.39
631,71.35
632,71.35
633,71.27
634,71.27
635,71.18
636,71.18
637,71.09
638,71.09
639,70.98
640,70.98
641,70.86
642,70.86
643,70.76
644,70.76
645,70.72
646,70.72
647,70.7
648,70.7
649,70.71
650,70.71
651,70.75
652,70.75
653,70.84
654,70.84
655,70.96
656,70.96
657,71.06
658,71.06
659,71.09
660,71.09
661,71.06
662,71.06
663,71.02
664,71.02
665,70.98
666,70.98
667,70.96
668,70.96
669,70.94
670,70.94
671,70.9
672,70.9
673,70.82
674,70.82
675,70.77
676,70.77
677,70.74
678,70.74
679,70.71
680,70.71
681,70.71
682,70.71
683,70.73
684,70.73
685,70.76
686,70.76
687,70.77
688,70.77
689,70.75
690,70.75
691,70.71
692,70.71
693,70.67
694,70.67
695,70.63
696,70.63
697,70.57
698,70.57
699,70.5
700,70.5
701,70.43
702,70.43
703,70.39
704,70.39
705,70.34
706,70.34
707,70.3
708,70.3
709,70.29
710,70.29
711,70.31
712,70.31
713,70.29
714,70.29
715,70.23
716,70.23
717,70.16
718,70.16
719,70.09
720,70.09
721,70.03
722,70.03
723,70.01
724,70.01
725,69.98
726,69.98
727,69.95
728,69.95
729,69.93
730,69.93
731,69.94
732,69.94
733,69.95
734,69.95
735,69.98
736,69.98
737,70.04
738,70.04
739,70.09
740,70.09
741,70.09
742,70.09
743,70.08
744,70.08
745,70.09
746,70.09
747,70.08
748,70.08
749,70.02
750,70.02
751,69.98
752,69.98
753,69.94
754,69.94
755,69.9
756,69.9
757,69.88
758,69.88
759,69.89
760,69.89
761,69.94
762,69.94
763,69.97
764,69.97
765,70.0
766,70.0
767,70.02
768,70.02
769,70.03
770,70.03
771,70.01
772,70.01
773,69.98
774,69.98
775,69.94
776,69.94
777,69.92
778,69.92
779,69.87
780,69.87
781,69.82
782,69.82
783,69.8
784,69.8
785,69.82
786,69.82
787,69.85
788,69.85
789,69.89
790,69.89
791,69.92
792,69.92
793,69.92
794,69.92
795,69.9
796,69.9
797,69.92
798,69.92
799,69.97
800,69.97
801,70.02
802,70.02
803,70.03
804,70.03
805,69.96
806,69.96
807,69.88
808,69.88
809,69.83
810,69.83
811,69.79
812,69.79
813,69.72
814,69.72
815,69.64
816,69.64
817,69.6
818,69.6
819,69.64
820,69.64
821,69.71
822,69.71
823,69.77
824,69.77
825,69.8
826,69.8
827,69.81
828,69.81
829,69.81
830,69.81
831,69.79
832,69.79
833,69.73
834,69.73
835,69.66
836,69.66
837,69.6
838,69.6
839,69.56
840,69.56
841,69.52
842,69.52
843,69.52
844,69.52
845,69.57
846,69.57
847,69.65
848,69.65
849,69.67
850,69.67
851,69.59
852,69.59
853,69.47
854,69.47
855,69.35
856,69.35
857,69.25
858,69.25
859,69.21
860,69.21
861,69.27
862,69.27
863,69.37
864,69.37
865,69.39
866,69.39
867,69.26
868,69.26
869,69.08
870,69.08
871,68.94
872,68.94
873,68.87
874,68.87
875,68.86
876,68.86
877,68.9
878,68.9
879,68.97
880,68.97
881,69.05
882,69.05
883,69.15
884,69.15
885,69.23
886,69.23
887,69.27
888,69.27
889,69.27
890,69.27
891,69.28
892,69.28
893,69.33
894,69.33
895,69.4
896,69.4
897,69.46
898,69.46
899,69.5
900,69.5
901,69.54
902,69.54
903,69.62
904,69.62
905,69.71
906,69.71
907,69.79
908,69.79
909,69.83
910,69.83
911,69.84
912,69.84
913,69.85
914,69.85
915,69.85
916,69.85
917,69.87
918,69.87
919,69.89
920,69.89
921,69.9
922,69.9
923,69.86
924,69.86
925,69.78
926,69.78
927,69.72
928,69.72
929,69.7
930,69.7
931,69.73
932,69.73
933,69.8
934,69.8
935,69.86
936,69.86
937,69.88
938,69.88
939,69.89
940,69.89
941,69.9
942,69.9
943,69.92
944,69.92
945,69.92
946,69.92
947,69.89
948,69.89
949,69.83
950,69.83
951,69.77
952,69.77
953,69.71
954,69.71
955,69.63
956,69.63
957,69.55
958,69.55
959,69.5
960,69.5
961,69.51
962,69.51
963,69.58
964,69.58
965,69.66
966,69.66
967,69.72
968,69.72
969,69.74
970,69.74
971,69.76
972,69.76
973,69.8
974,69.8
975,69.84
976,69.84
977,69.84
978,69.84
979,69.8
980,69.8
981,69.75
982,69.75
983,69.67
984,69.67
985,69.55
986,69.55
987,69.36
988,69.36
989,69.21
990,69.21
991,69.14
992,69.14
993,69.07
994,69.07
995,68.96
996,68.96
997,68.83
998,68.83
999,68.7
1000,68.7
1001,68.57
1002,68.57
1003,68.52
1004,68.52
1005,68.64
1006,68.64
1007,68.84
1008,68.84
1009,68.96
1010,68.96
1011,68.98
1012,68.98
1013,68.93
1014,68.93
1015,68.91
1016,68.91
1017,68.95
1018,68.95
1019,69.0
1020,69.0
1021,69.04
1022,69.04
1023,69.15
1024,69.15
1025,69.27
1026,69.27
1027,69.3
1028,69.3
1029,69.15
1030,69.15
1031,68.85
1032,68.85
1033,68.55
1034,68.55
1035,68.4
1036,68.4
1037,68.5
1038,68.5
1039,68.74
1040,68.74
1041,68.94
1042,68.94
1043,69.08
1044,69.08
1045,69.26
1046,69.26
1047,69.41
1048,69.41
1049,69.44
1050,69.44
1051,69.34
1052,69.34
1053,69.06
1054,69.06
1055,68.65
1056,68.65
1057,68.23
1058,68.23
1059,67.92
1060,67.92
1061,67.75
1062,67.75
1063,67.76
1064,67.76
1065,67.99
1066,67.99
1067,68.31
1068,68.31
1069,68.52
1070,68.52
1071,68.58
1072,68.58
1073,68.65
1074,68.65
1075,68.69
1076,68.69
1077,68.67
1078,68.67
1079,68.59
1080,68.59
1081,68.48
1082,68.48
1083,68.32
1084,68.32
1085,68.02
1086,68.02
1087,67.59
1088,67.59
1089,67.15
1090,67.15
1091,66.85
1092,66.85
1093,66.8
1094,66.8
1095,66.96
1096,66.96
1097,67.11
1098,67.11
1099,67.18
1100,67.18
1101,67.28
1102,67.28
1103,67.39
1104,67.39
1105,67.46
1106,67.46
1107,67.44
1108,67.44
1109,67.34
1110,67.34
1111,67.18
1112,67.18
1113,66.92
1114,66.92
1115,66.53
1116,66.53
1117,66.07
1118,66.07
1119,65.67
1120,65.67
1121,65.51
1122,65.51
1123,65.64
1124,65.64
1125,65.89
1126,65.89
1127,66.07
1128,66.07
1129,66.21
1130,66.21
1131,66.34
1132,66.34
1133,66.34
1134,66.34
1135,66.23
1136,66.23
1137,66.12
1138,66.12
1139,66.03
1140,66.03
1141,65.84
1142,65.84
1143,65.49
1144,65.49
1145,64.99
1146,64.99
1147,64.45
1148,64.45
1149,64.05
1150,64.05
1151,64.02
1152,64.02
1153,64.3
1154,64.3
1155,64.55
1156,64.55
1157,64.6
1158,64.6
1159,64.57
1160,64.57
1161,64.58
1162,64.58
1163,64.57
1164,64.57
1165,64.5
1166,64.5
1167,64.39
1168,64.39
1169,64.26
1170,64.26
1171,64.01
1172,64.01
1173,63.55
1174,63.55
1175,62.91
1176,62.91
1177,62.35
1178,62.35
1179,62.17
1180,62.17
1181,62.35
1182,62.35
1183,62.53
1184,62.53
1185,62.57
1186,62.57
1187,62.6
1188,62.6
1189,62.68
1190,62.68
1191,62.72
1192,62.72
1193,62.69
1194,62.69
1195,62.57
1196,62.57
1197,62.35
1198,62.35
1199,61.96
1200,61.96
1201,61.38
1202,61.38
1203,60.69
1204,60.69
1205,60.02
1206,60.02
1207,59.56
1208,59.56
1209,59.53
1210,59.53
1211,59.82
1212,59.82
1213,60.05
1214,60.05
1215,60.13
1216,60.13
1217,60.19
1218,60.19
1219,60.24
1220,60.24
1221,60.2
1222,60.2
1223,60.11
1224,60.11
1225,60.01
1226,60.01
1227,59.77
1228,59.77
1229,59.28
1230,59.28
1231,58.59
1232,58.59
1233,57.89
1234,57.89
1235,57.35
1236,57.35
1237,57.19
1238,57.19
1239,57.46
1240,57.46
1241,57.82
1242,57.82
1243,58.07
1244,58.07
1245,58.29
1246,58.29
1247,58.5
1248,58.5
1249,58.62
1250,58.62
1251,58.62
1252,58.62
1253,58.5
1254,58.5
1255,58.21
1256,58.21
1257,57.66
1258,57.66
1259,56.85
1260,56.85
1261,56.03
1262,56.03
1263,55.31
1264,55.31
1265,54.89
1266,54.89
1267,55.05
1268,55.05
1269,55.58
1270,55.58
1271,56.01
1272,56.01
1273,56.2
1274,56.2
1275,56.38
1276,56.38
1277,56.66
1278,56.66
1279,56.87
1280,56.87
1281,56.9
1282,56.9
1283,56.74
1284,56.74
1285,56.38
1286,56.38
1287,55.78
1288,55.78
1289,55.02
1290,55.02
1291,54.26
1292,54.26
1293,53.59
1294,53.59
1295,53.24
1296,53.24
1297,53.41
1298,53.41
1299,53.9
1300,53.9
1301,54.35
1302,54.35
1303,54.63
1304,54.63
1305,54.79
1306,54.79
1307,54.87
1308,54.87
1309,54.85
1310,54.85
1311,54.75
1312,54.75
1313,54.5
1314,54.5
1315,53.98
1316,53.98
1317,53.25
1318,53.25
1319,52.53
1320,52.53
1321,51.89
1322,51.89
1323,51.53
1324,51.53
1325,51.73
1326,51.73
1327,52.28
1328,52.28
1329,52.76
1330,52.76
1331,53.11
1332,53.11
1333,53.38
1334,53.38
1335,53.53
1336,53.53
1337,53.47
1338,53.47
1339,53.21
1340,53.21
1341,52.79
1342,52.79
1343,52.25
1344,52.25
1345,51.62
1346,51.62
1347,50.98
1348,50.98
1349,50.33
1350,50.33
1351,49.97
1352,49.97
1353,50.31
1354,50.31
1355,51.07
1356,51.07
1357,51.64
1358,51.64
1359,51.87
1360,51.87
1361,51.97
1362,51.97
1363,52.01
1364,52.01
1365,52.02
1366,52.02
1367,51.94
1368,51.94
1369,51.62
1370,51.62
1371,50.99
1372,50.99
1373,50.12
1374,50.12
1375,49.27
1376,49.27
1377,48.57
1378,48.57
1379,48.06
1380,48.06
1381,47.98
1382,47.98
1383,48.51
1384,48.51
1385,49.3
1386,49.3
1387,49.88
1388,49.88
1389,50.22
1390,50.22
1391,50.48
1392,50.48
1393,50.7
1394,50.7
1395,50.82
1396,50.82
1397,50.71
1398,50.71
1399,50.29
1400,50.29
1401,49.56
1402,49.56
1403,48.58
1404,48.58
1405,47.56
1406,47.56
1407,46.69
1408,46.69
1409,46.07
1410,46.07
1411,45.91
1412,45.91
1413,46.39
1414,46.39
1415,47.17
1416,47.17
1417,47.79
1418,47.79
1419,48.15
1420,48.15
1421,48.46
1422,48.46
1423,48.78
1424,48.78
1425,48.97
1426,48.97
1427,48.88
1428,48.88
1429,48.47
1430,48.47
1431,47.74
1432,47.74
1433,46.8
1434,46.8
1435,45.85
1436,45.85
1437,45.0
1438,45.0
1439,44.45
1440,44.45
1441,44.55
1442,44.55
1443,45.27
1444,45.27
1445,46.03
1446,46.03
1447,46.54
1448,46.54
1449,46.93
1450,46.93
1451,47.24
1452,47.24
1453,47.41
1454,47.41
1455,47.38
1456,47.38
1457,47.17
1458,47.17
1459,46.8
1460,46.8
1461,46.23
1462,46.23
1463,45.41
1464,45.41
1465,44.51
1466,44.51
1467,43.68
1468,43.68
1469,43.24
1470,43.24
1471,43.63
1472,43.63
1473,44.59
1474,44.59
1475,45.36
1476,45.36
1477,45.71
1478,45.71
1479,45.87
1480,45.87
1481,46.04
1482,46.04
1483,46.19
1484,46.19
1485,46.27
1486,46.27
1487,46.16
1488,46.16
1489,45.78
1490,45.78
1491,45.04
1492,45.04
1493,44.05
1494,44.05
1495,43.09
1496,43.09
1497,42.35
1498,42.35
1499,42.08
1500,42.08
1501,42.52
1502,42.52
1503,43.34
1504,43.34
1505,44.07
1506,44.07
1507,44.6
1508,44.6
1509,45.0
1510,45.0
1511,45.28
1512,45.28
1513,45.37
1514,45.37
1515,45.2
1516,45.2
1517,44.7
1518,44.7
1519,43.86
1520,43.86
1521,42.79
1522,42.79
1523,41.77
1524,41.77
1525,40.96
1526,40.96
1527,40.46
1528,40.46
1529,40.54
1530,40.54
1531,41.21
1532,41.21
1533,42.02
1534,42.02
1535,42.69
1536,42.69
1537,43.31
1538,43.31
1539,43.84
1540,43.84
1541,44.12
1542,44.12
1543,44.13
1544,44.13
1545,43.89
1546,43.89
1547,43.34
1548,43.34
1549,42.47
1550,42.47
1551,41.49
1552,41.49
1553,40.6
1554,40.6
1555,40.07
1556,40.07
1557,40.3
1558,40.3
1559,41.17
1560,41.17
1561,42.02
1562,42.02
1563,42.58
1564,42.58
1565,43.01
1566,43.01
1567,43.43
1568,43.43
1569,43.66
1570,43.66
1571,43.61
1572,43.61
1573,43.28
1574,43.28
1575,42.65
1576,42.65
1577,41.72
1578,41.72
1579,40.62
1580,40.62
1581,39.63
1582,39.63
1583,38.96
1584,38.96
1585,38.86
1586,38.86
1587,39.44
1588,39.44
1589,40.35
1590,40.35
1591,41.11
1592,41.11
1593,41.7
1594,41.7
1595,42.21
1596,42.21
1597,42.63
1598,42.63
1599,42.86
1600,42.86
1601,42.82
1602,42.82
1603,42.44
1604,42.44
1605,41.68
1606,41.68
1607,40.67
1608,40.67
1609,39.68
1610,39.68
1611,38.88
1612,38.88
1613,38.4
1614,38.4
1615,38.6
1616,38.6
1617,39.46
1618,39.46
1619,40.42
1620,40.42
1621,41.14
1622,41.14
1623,41.69
1624,41.69
1625,42.13
1626,42.13
1627,42.33
1628,42.33
1629,42.27
1630,42.27
1631,42.01
1632,42.01
1633,41.5
1634,41.5
1635,40.64
1636,40.64
1637,39.53
1638,39.53
1639,38.48
1640,38.48
1641,37.7
1642,37.7
1643,37.45
1644,37.45
1645,38.01
1646,38.01
1647,39.08
1648,39.08
1649,39.97
1650,39.97
1651,40.54
1652,40.54
1653,40.99
1654,40.99
1655,41.38
1656,41.38
1657,41.61
1658,41.61
1659,41.62
1660,41.62
1661,41.33
1662,41.33
1663,40.67
1664,40.67
1665,39.66
1666,39.66
1667,38.56
1668,38.56
1669,37.61
1670,37.61
1671,37.08
1672,37.08
1673,37.31
1674,37.31
1675,38.29
1676,38.29
1677,39.38
1678,39.38
1679,40.15
1680,40.15
1681,40.72
1682,40.72
1683,41.17
1684,41.17
1685,41.38
1686,41.38
1687,41.31
1688,41.31
1689,40.97
1690,40.97
1691,40.31
1692,40.31
1693,39.34
1694,39.34
1695,38.31
1696,38.31
1697,37.43
1698,37.43
1699,36.86
1700,36.86
1701,36.92
1702,36.92
1703,37.79
1704,37.79
1705,38.91
1706,38.91
1707,39.72
1708,39.72
1709,40.22
1710,40.22
1711,40.57
1712,40.57
1713,40.74
1714,40.74
1715,40.69
1716,40.69
1717,40.45
1718,40.45
1719,39.93
1720,39.93
1721,39.07
1722,39.07
1723,38.02
1724,38.02
1725,37.09
1726,37.09
1727,36.4
1728,36.4
1729,36.24
1730,36.24
1731,36.95
1732,36.95
1733,38.15
1734,38.15
1735,39.1
1736,39.1
1737,39.64
1738,39.64
1739,39.95
1740,39.95
1741,40.08
1742,40.08
1743,40.02
1744,40.02
1745,39.81
1746,39.81
1747,39.37
1748,39.37
1749,38.6
1750,38.6
1751,37.62
1752,37.62
1753,36.71
1754,36.71
1755,36.02
1756,36.02
1757,35.76
1758,35.76
1759,36.25
1760,36.25
1761,37.33
1762,37.33
1763,38.34
1764,38.34
1765,38.97
1766,38.97
1767,39.43
1768,39.43
1769,39.83
1770,39.83
1771,40.06
1772,40.06
1773,40.02
1774,40.02
1775,39.71
1776,39.71
1777,39.07
1778,39.07
1779,38.08
1780,38.08
1781,36.95
1782,36.95
1783,36.01
1784,36.01
1785,35.44
1786,35.44
1787,35.46
1788,35.46
1789,36.26
1790,36.26
1791,37.41
1792,37.41
1793,38.33
1794,38.33
1795,38.96
1796,38.96
1797,39.42
1798,39.42
1799,39.67
1800,39.67
1801,39.68
1802,39.68
1803,39.48
1804,39.48
1805,38.99
1806,38.99
1807,38.11
1808,38.11
1809,37.04
1810,37.04
1811,36.05
1812,36.05
1813,35.34
1814,35.34
1815,35.12
1816,35.12
1817,35.64
1818,35.64
1819,36.65
1820,36.65
1821,37.58
1822,37.58
1823,38.29
1824,38.29
1825,38.83
1826,38.83
1827,39.2
1828,39.2
1829,39.32
1830,39.32
1831,39.19
1832,39.19
1833,38.81
1834,38.81
1835,38.18
1836,38.18
1837,37.34
1838,37.34
1839,36.43
1840,36.43
1841,35.62
1842,35.62
1843,35.22
1844,35.22
1845,35.61
1846,35.61
1847,36.58
1848,36.58
1849,37.51
1850,37.51
1851,38.18
1852,38.18
1853,38.66
1854,38.66
1855,38.95
1856,38.95
1857,39.04
1858,39.04
1859,38.94
1860,38.94
1861,38.64
1862,38.64
1863,38.09
1864,38.09
1865,37.26
1866,37.26
1867,36.34
1868,36.34
1869,35.52
1870,35.52
1871,35.1
1872,35.1
1873,35.44
1874,35.44
1875,36.47
1876,36.47
1877,37.46
1878,37.46
1879,38.12
1880,38.12
1881,38.62
1882,38.62
1883,39.03
1884,39.03
1885,39.25
1886,39.25
1887,39.28
1888,39.28
1889,39.17
1890,39.17
1891,38.89
1892,38.89
1893,38.35
1894,38.35
1895,37.54
1896,37.54
1897,36.68
1898,36.68
1899,35.97
1900,35.97
1901,35.77
1902,35.77
1903,36.33
1904,36.33
1905,37.31
1906,37.31
1907,38.08
1908,38.08
1909,38.51
1910,38.51
1911,38.76
1912,38.76
1913,38.97
1914,38.97
1915,39.19
1916,39.19
1917,39.33
1918,39.33
1919,39.29
1920,39.29
1921,38.91
1922,38.91
1923,38.13
1924,38.13
1925,37.1
1926,37.1
1927,36.15
1928,36.15
1929,35.67
1930,35.67
1931,36.07
1932,36.07
1933,37.13
1934,37.13
1935,38.08
1936,38.08
1937,38.67
1938,38.67
1939,39.09
1940,39.09
1941,39.38
1942,39.38
1943,39.48
1944,39.48
1945,39.42
1946,39.42
1947,39.16
1948,39.16
1949,38.7
1950,38.7
1951,37.98
1952,37.98
1953,37.05
1954,37.05
1955,36.17
1956,36.17
1957,35.73
1958,35.73
1959,36.15
1960,36.15
1961,37.16
1962,37.16
1963,38.01
1964,38.01
1965,38.49
1966,38.49
1967,38.8
1968,38.8
1969,39.05
1970,39.05
1971,39.21
1972,39.21
1973,39.26
1974,39.26
1975,39.22
1976,39.22
1977,38.98
1978,38.98
1979,38.46
1980,38.46
1981,37.68
1982,37.68
1983,36.79
1984,36.79
1985,35.98
1986,35.98
1987,35.5
1988,35.5
1989,35.77
1990,35.77
1991,36.71
1992,36.71
1993,37.66
1994,37.66
1995,38.29
1996,38.29
1997,38.69
1998,38.69
1999,38.94
2000,38.94
2001,39.04
2002,39.04
2003,38.98
2004,38.98
2005,38.69
2006,38.69
2007,38.09
2008,38.09
2009,37.2
2010,37.2
2011,36.24
2012,36.24
2013,35.45
2014,35.45
2015,34.93
2016,34.93
2017,34.99
2018,34.99
2019,35.76
2020,35.76
2021,36.8
2022,36.8
2023,37.63
2024,37.63
2025,38.2
2026,38.2
2027,38.62
2028,38.62
2029,38.92
2030,38.92
2031,39.06
2032,39.06
2033,39.02
2034,39.02
2035,38.75
2036,38.75
2037,38.22
2038,38.22
2039,37.46
2040,37.46
2041,36.57
2042,36.57
2043,35.73
2044,35.73
2045,35.19
2046,35.19
2047,35.35
2048,35.35
2049,36.36
2050,36.36
2051,37.59
2052,37.59
2053,38.44
2054,38.44
2055,38.87
2056,38.87
2057,39.09
2058,39.09
2059,39.21
2060,39.21
2061,39.3
2062,39.3
2063,39.31
2064,39.31
2065,39.15
2066,39.15
2067,38.72
2068,38.72
2069,37.94
2070,37.94
2071,36.96
2072,36.96
2073,36.04
2074,36.04
2075,35.58
2076,35.58
2077,35.99
2078,35.99
2079,36.97
2080,36.97
2081,37.85
2082,37.85
2083,38.41
2084,38.41
2085,38.82
2086,38.82
2087,39.1
2088,39.1
2089,39.19
2090,39.19
2091,39.13
2092,39.13
2093,38.92
2094,38.92
2095,38.5
2096,38.5
2097,37.88
2098,37.88
2099,37.13
2100,37.13
2101,36.34
2102,36.34
2103,35.75
2104,35.75
2105,35.79
2106,35.79
2107,36.55
2108,36.55
2109,37.49
2110,37.49
2111,38.17
2112,38.17
2113,38.62
2114,38.62
2115,38.95
2116,38.95
2117,39.15
2118,39.15
2119,39.26
2120,39.26
2121,39.29
2122,39.29
2123,39.11
2124,39.11
2125,38.53
2126,38.53
2127,37.57
2128,37.57
2129,36.57
2130,36.57
2131,35.91
2132,35.91
2133,35.89
2134,35.89
2135,36.64
2136,36.64
2137,37.74
2138,37.74
2139,38.63
2140,38.63
